Hash,Avg_Entropy,Packed
8409aa94c13b88f4644c6badc34486cf,5.459178402493974,not packed
ba749f0718d656e0de06414a8c08f2c9,6.303012994715497,not packed
e694fa4f5da35a299c10066ee188e971,3.12396402394606,not packed
3b9a7b540df01f69a7cdd213b051b0f2,6.036967862430498,not packed
c53a5d9e400091789df669bb8774e1ad,5.895246768677682,not packed
3a610d915b1330da5addf6975dd6e0ca,3.284735884551796,not packed
7833e607803818052b91c8a10c9efc6b,6.345530544376067,not packed
525e71789d572f32717d52562652e085,3.192846223288531,not packed
d87c76648075d181eb433b8f09bc185d,4.943773503358346,not packed
247f90a75c97501af0991178e5e944fb,4.286638366212486,not packed
b51bb9070167aee85fc8af7373571da9,5.446799100388064,not packed
75c0165895a8615f5037d5df80cee243,6.147111932951896,not packed
23d2a74e88cb89f40954293563ea0043,7.522693268395984,packed
036b3ef1fa1686bc38183e8687a7209d,5.567284369451636,not packed
1216ba8189dfbcf1e3c96b571bc475bf,6.8918533932192165,packed
c83c4a5da350421f9d83b95e50f92841,5.565552001679183,not packed
99884d4350d8a25e0564c7b24e92533f,4.961594254032785,not packed
bab853c4377f33302e62eaa9aee6f44c,7.540269575807567,packed
d1928dcdf031ca2367b34eaede5994fe,5.123775173514835,not packed
dea6aebc954d4414b856510579244dec,6.355350572482939,not packed
242b5b0cdbb1d714a8460d5524f5ba0a,6.195960856200044,not packed
2c1cb723907be18f8d683019869a17e0,3.273595049966088,not packed
5720c06ecbffcf905fe0f49f918a6d5b,3.021628529103791,not packed
affe56592508c6d6e59760712f8cc4a0,7.659717623469912,packed
7d0d419f887705f94a3b94c5eee10c08,5.542731992479357,not packed
9b079f436297526e89f16019a85789ac,5.1152282312373325,not packed
fa5c968c13f18960dcf6801ed3eed4bf,7.536616574361662,packed
45edca5441934c0f1aec7f0404e7b0b1,5.5426270197080845,not packed
81095cd7aa8cc2d16e277012f592d5a0,3.083826648947926,not packed
4016cb6b6565032c3b4c195a44f128fd,5.997150417351133,not packed
9ae3ab30af4b89b43e534a5a435b4a1a,6.033933015053067,not packed
11e5737f7b71c6aebc9641a7422fc5e3,7.422084178213792,packed
5cf55949906c177046d8ce558ac43a4d,4.848707943330969,not packed
8d4cad8cc17d104757be060dbf3a4970,6.323877238101694,not packed
d80d486dbc01809f592a64cc8bbe1ddb,3.118466220863432,not packed
43d8e043345220189d4001c9e3f5bb0a,2.3728411949211536,not packed
0ebe488b9a6addaa740a1f0ca995b0d8,3.237707547707765,not packed
017ac40b4dc74ddc68f750999b1eef66,7.425910069674998,packed
719c18d2dae2aa5d2d171a79aa209a13,6.344306242370477,not packed
66b95ef05986cd9f737c90123f1ca7ee,7.426777811204515,packed
a8b083a3321a8cf344ac40f953cf3547,6.129718442907032,not packed
17196b4c7c2ed936cb38f8d02bea86b5,5.932807852122337,not packed
2254ab139fced40628c9757fc701db1a,3.193861058750345,not packed
99c3d71f598ffcb2f0aa447221207e72,6.157635034015317,not packed
4573d7431c949fb962831ee2be3de21c,3.111756919265097,not packed
6bbf8bbd20e63f1fab194edcce803fe9,5.268249377916457,not packed
c1eccb3f6d0d9cbcc53c0af01eeb91e3,7.728134975929394,packed
1de1d1d81515d12b2e007abfcf585322,5.924162945390537,not packed
333e4528612f8bc03632fa7e300a6af0,7.82012125395058,packed
21a1370061a1c2eca55a10e98e327804,5.327104489121617,not packed
be130da706fea64ae37c7f010597f78e,4.872277384138734,not packed
e90570b954a922dd8481d6e7f7ca3cd0,6.317473743540568,not packed
d586d70b107336131aa37016d7fdc1bd,3.146461369200105,not packed
3f280fa3abb4d72edb4d19b1c79f6379,7.99579663450184,packed
fb1886d0a6e3d903e466f003a945df21,6.41236424786872,not packed
df56f6773df45554391911fcc7b67486,6.323558125142944,not packed
9abc22587d48ccba0001c333d5f20d71,3.380286230014016,not packed
0dd40188fbfa2ca5e6e0506faa40dc0d,5.176608640368259,not packed
839e62e5ec9b187ea89d96b1861c71b2,6.142903454548639,not packed
3a8f50b651fcd15ec2ecf7918908b2ae,6.030274823822435,not packed
18e387687c4107b4cef42a7820f86467,1.4037480012334629,not packed
805f3e7b1f5ef0a0af1666bb3ff500fb,3.2355105088456515,not packed
4a18164a12afcba5be28dc280a98f072,6.1373449463558725,not packed
8600ac98b6160536a8711ea011a18572,5.255640786338219,not packed
c9f2c5f60c2ae76a8f9bc3ba28759a6d,6.17280082364965,not packed
bcddab3bd3d649110c513013de521a7f,6.403199658772918,not packed
e4cc64b87e34921c927f5852c8789618,3.123079789191796,not packed
6b9b87850c59784928a1182df80e4165,5.960693194900029,not packed
6d66886cbf2ac37ed476491b1e3dd1d1,6.369625286953067,not packed
d5c699b235f04cab13b15b943e3e5e5f,3.506394809844701,not packed
d79730743bd59f698ced9dcd80d05d26,5.948522272153864,not packed
5fe28439f8841d8955dfbd6dbf3a4bd3,6.140185543756767,not packed
a83044cd53adbc6b073e310c6ae75238,6.221807464943155,not packed
1fb9203356e195051e6eea32e6ec4e84,6.320884378680368,not packed
f175435fdcc3829d47ced6805a446f49,3.344799716964861,not packed
c6bf458a0e0fc9e5ced4cceb3fe8c1ff,5.570847465736691,not packed
fb603580490701b57e51e3c7700655da,5.575988971773223,not packed
034f223feb87804c76c0ef77d6844f51,5.841784842567589,not packed
42e95c6e8b2c7dbd21eddf77be752c49,5.9239684049128805,not packed
fb4f76d6fe807882f3ebf6980ff0bc59,3.134078838627596,not packed
7194f68706c8af17d9f79c871943115c,5.745545762364614,not packed
538c16528e6e2c65e26ac8bf63b5c0d8,7.069207915992705,packed
13333ffd0a99a76f6012521d704021d0,4.867850856613779,not packed
cb2bd534cf408078659e5bbf71b99704,3.100897668124204,not packed
e66013a7b6691c02f851993b86a70c18,4.990416756956251,not packed
7f37e6769b0812943e20a81b51649851,6.442472731356219,not packed
0306356f255abce46e6b177a99c279e7,4.984333342195945,not packed
6ece937a2cf9128ca9e86366c35747a4,3.764753792867905,not packed
099acaf7060d514c7ef5ad40253b2281,6.460013423495317,not packed
121f77ba17d34f1c9b46e2e630f4a727,6.140196476190683,not packed
48ef1945c935c73bbc1465dd79781372,6.339084650858666,not packed
55e7f69c96f9fc54f53d5fa105dad26d,5.5909650316162045,not packed
5e012e9bb806603517efdada7c74ee3e,5.369357358852086,not packed
af24ad927970bc9e834ab2085d66a151,5.952346012007424,not packed
24f4862af75851aa45f81018383d6148,5.592293619512254,not packed
392ed7d0b62df5517e43a67c12908a5e,6.044650154791422,not packed
59cee97076f355682d52b902db52c7a5,4.9852648546342895,not packed
605a0546c892e12c16118edec7fac859,5.316551631582202,not packed
cf4b2ee719d5956e9e4221b43f73ba94,3.09293225235113,not packed
aa2320b66ffa365161b342f19ac05cc2,6.288160757362806,not packed
16b5cc5d5853fa6b3937cc31f24ebdfc,3.076623494341272,not packed
e3c6001d9c2c0d646c177d5887a5f0f6,3.3051292653862,not packed
f1dc3f3dd045409c1f3f96950ba4965e,6.131509242844458,not packed
bc4b4bd30b0f493784966d7b49523cd9,5.946831656054943,not packed
7b3857ada1ee5f26fd67dbce78077441,1.5921424307064185,not packed
e31a87ac603a55965a5e09d8a2dd2e04,3.162937904238068,not packed
73ceef3a02ff9216451e2e29bf01c1b0,4.819170570535765,not packed
d0332fac4d7432648b5057de3f270976,3.688621476831654,not packed
fb0258fe4bb3f4a403e4b39e9f6ff872,6.082918089172559,not packed
ecf6af312f0bdfdfefbedf94a2377b6b,5.651006922444252,not packed
d9ca3f69fcf798eb8bd0d51a6a292f0c,7.538171645995513,packed
e0e92b864485b08c1c4b50b3d6dde490,5.229862635767396,not packed
09c16dca844a791ff4800c2bf9d3363b,7.166197064947787,packed
e5069367ecb6176dc75bfd46a461e966,3.997382524731713,not packed
368749850a48802aad4bf16827f4944c,6.686964161034687,packed
084c1b7603235c6bc7fa50ced27e1d2f,5.271323474587772,not packed
edd468a5ffcb92c809305acaa435c78f,5.56347873965457,not packed
7bc91661e5756cd34c4133403f4ee45b,6.474567094201995,not packed
192d3a5d488a26dc1483b8b433e9fefa,6.267719083909783,not packed
01ae6f7fcf68c0b4901ab86066d983c4,6.164657228401226,not packed
caa82a7b243e65eff0577dda593ba78f,6.235444540523745,not packed
edcd52603879eb97ffe3d75ef20930df,6.343727108545181,not packed
5dedc54c74d3f6070c06b4ff4139697f,3.896495025038177,not packed
04435375317c69dba03ebcb49bceaa45,5.686071988514823,not packed
5985683ea57146c647807aa8d240b5b7,5.285853015546138,not packed
4a705d133c7af42e266a428c31f3f3f2,6.688137543491669,packed
7cbdeb3445bbb0766511f89e9f591b30,6.330328783247528,not packed
1d2eafac43ea902c9386c6a22c7b04e8,7.909889495861733,packed
6bab0edbf9abf9b496b450b192591298,6.030609315070067,not packed
ab14a54e062c59c4353f1714d5d48083,3.0921059464402054,not packed
0dfeef4acf3dd2580de030579f4b6e59,7.727301215611608,packed
d93314ef36fca183c462d3fe9301a3d4,4.938495574336501,not packed
7a85e269aee0dc29538b113a06eee056,6.072211813962732,not packed
98c36c2f7c850c78fae06d9467c4963a,5.103789789923426,not packed
7593c73ee0a1a300ea5bc793ee289a53,5.152434637397907,not packed
