Hash,Family,first_submission_date,code_sign,cpu_type
7f89c3f393fe96db3b6ecf3d379b8057,SINGLETON,2021-08-05,,x86_64
553999fb3d661dc89b03c095fa644c4d,mackeeper,2020-11-24,,x86_32
3057cf359c6e3afddf8dbb7d6f49d3a1,genieo,2015-07-21,,x86_32
630092d3fc98ce2021be1dafb4d22b74,amos,2024-04-12,,ARM_64
43db06e0b285ad1e184eb5516a142c7b,SINGLETON,2023-08-26,,x86_64
e892ee8bf1f691d7ceaffe0216bd6ac5,mackontrol,2018-08-27,,"x86_32, PPC_32"
a2a4afcc4c08c0998d467f32addc90d4,lador,2023-12-14,,x86_64
94a0d0999851c14841d6a7cde0f443c3,SINGLETON,2023-07-12,,x86_64
9ebc9b5e69df7659968daf4fa028572d,bundlore,2023-08-29,,x86_64
a0d33e1a2760e4ecc35eab3bdda80f52,bundlore,2023-08-27,,x86_64
c0a8b0c24325eea6cd86515e4c9f1cca,tirrip,2024-02-04,,x86_64
778df742f63c9f18f5297a90908ff4ba,SINGLETON,2024-03-13,,ARM_64
91a67fde9c61a7cb273ccf6090e164f4,SINGLETON,2023-08-27,,x86_64
2b37d1185a06d3f5d6c4150991134dde,SINGLETON,2023-12-05,,x86_64
8504548b4191d8d90b230ad09fa56e9a,tirrip,2021-06-08,,x86_64
fb7c91823f2a6b8b5c6f7e99ae44c41f,amos,2023-12-30,,x86_64
eafa3fda129426947064def421aa5c74,amos,2024-08-07,,x86_64
303618a91b7b28efc0367c72a49faf31,amos,2024-08-11,,x86_64
1551f4c0449c55a4632a4852d02c57ea,lador,2023-12-17,,x86_64
2863aa1e9797faa8d21009f686b7f72b,SINGLETON,2024-02-07,,x86_64
a48c8ac748b8ed2799dacd55b1fbe4da,proxyagent,2024-04-26,,x86_64
738de059d56b980a5a8977feaf0bf7d7,SINGLETON,2023-12-24,,x86_64
fa21652604f4386219ff35300f00e761,SINGLETON,2023-06-10,,x86_64
7a3b1aeb443f2e4177f41dad1f331ec4,amos,2024-05-24,,x86_64
a58901bc2f6dcfe2c4edb0aa4f03f582,bundlore,2023-06-21,,x86_64
7ac33e900893798a050e4d700d2710e4,bundlore,2024-02-12,,x86_64
52c0aa3a02f9ab63842213cd7e566fa6,SINGLETON,2024-01-17,,"x86_64, ARM_64"
5b294336cf5ee0631a6ef4bb9bcfa286,tirrip,2023-12-11,,x86_64
48a9fed939e73dda361467d62ed0a19e,tirrip,2024-01-26,,x86_64
02554f35b3ba7b707a17f2a0a5295950,evilquest,2020-09-23,,x86_64
45bb4c6769800e356755f643c8432d03,SINGLETON,2023-08-31,,x86_64
d7f311d70ba5b3e86fe21d3694a09ff9,ytddownloader,2019-09-25,MissingPlist,x86_64
dcab7af74e000b497b46cf0e42f0575c,SINGLETON,2018-04-21,,x86_64
6480c0a30ea8827f8719059be1089f16,lador,2023-08-27,,x86_64
515fa682c9e4354a82cc1f65f259c72e,bundlore,2023-08-26,,x86_64
6d1a07f57da74f474b050228c6422790,evilquest,2020-06-27,,x86_64
9864b7af3a3fff8144a65bb19355dbf4,bundlore,2024-02-05,,x86_64
2ee822b351c18f3b9b76209860df8f45,flashback,2018-08-14,,x86_32
b2430e404c5a112ddcdaf47f4acdcb2a,xcsset,2021-06-04,,x86_64
2a775d0a6bedc1c8a169f21f885f3f8f,SINGLETON,2023-08-27,,x86_64
7622843b23f0498e65f1115a8e4aa40b,bundlore,2023-10-18,,x86_64
fb0cdea6df8fc4376884b7e11f1041b0,synataeb,2023-09-01,,x86_64
11e99fb62ac98d96468c4e8cb9bf6395,bundlore,2023-08-27,,x86_64
b6659fd6a0fcc22f1d3d97e41808341c,xcsset,2021-06-20,,"x86_64, ARM_64"
b75c9e2bf2531241ebcab24edb1d9232,bundlore,2023-08-27,,x86_64
5af30083815a8b87f92d1b72e674f40c,bundlore,2023-08-25,,x86_64
b0c0f3ff7f66bb1a1eec6c6bd7147426,SINGLETON,2023-12-30,,x86_64
c58bfe7a2a9d887ccc1be953c41fdc33,nukesped,2024-04-12,,x86_64
c7ba3bd08d1af332b8e2bd0fd25fd4de,amos,2024-02-28,,ARM_64
a3e56222ed0d98e6280697549fb0303b,SINGLETON,2022-03-03,,x86_64
bed3284cd9a57de4d34f10f929c777a9,SINGLETON,2023-12-10,,x86_64
4fc9b1b6fe4a6d2d3f2e9355f6c2ba70,amos,2024-07-25,,"x86_64, ARM_64"
00ecb9e848dd0a9c3e7102843a1e29bc,evilquest,2020-09-25,,x86_64
0813d685cef4ebad608a9ec5de826571,bundlore,2023-08-27,,x86_64
0b5631398bb4cb2948e3884941fe69f0,lador,2023-12-14,,x86_64
e3364da65f21e10d5b74ead05c1fa0f0,cimpli,2022-02-08,,x86_64
6db1fe9f89898c1bbc10d2fdbb9e0fdc,SINGLETON,2023-08-12,,x86_64
d955fc0e139c133b169aefb1a8e13c7e,bundlore,2023-08-28,,x86_64
77622a5ce1247fc301e5231f694dd6cf,bundlore,2024-04-25,,x86_64
be3a694b24b799b4fe7c92161ea7a09b,SINGLETON,2022-08-29,,x86_64
2827be32500c0c0fd2300344ad3dcb0d,bundlore,2023-08-30,,x86_64
dbe9b52e53297afae5dc6a9b86a7aea3,bundlore,2023-08-27,,x86_64
86b2df71f9af7c3a6444076940a582f6,bundlore,2023-07-07,,x86_64
d239ab72e86e69bb3dd4154d6ac1b952,bundlore,2023-07-07,,x86_64
fa49400d043d836c4cd59ef5a17753e9,bundlore,2023-04-28,,x86_64
33439df3fbe4be9f0dc18f4d0bb67172,bundlore,2023-08-27,,x86_64
09c0af6663897dc07a532792102431f1,nuker,2021-05-29,,x86_64
e6f55e14f19a5df1a7c1a3c279b0b796,spyrix,2022-03-19,MissingPlist,x86_64
6412290703d04225b3b7dc591f92256c,evilquest,2020-09-24,,x86_64
91e9951043ff718de5e04441cb65a0fe,SINGLETON,2022-12-14,,x86_64
715eeb9b1de016378ed2764bb5ab4ebb,bundlore,2023-08-26,,x86_64
fe15eb4b911fbf8bfe3fa20e516fe17d,bundlore,2023-08-27,,x86_64
506c2a080366e3dc9f5ec2f4a776cb58,limerain,2021-07-09,Valid,x86_64
d130d80c0ae2213c20d36b8e5e107cb2,synataeb,2023-08-27,,x86_64
d6ee6ee3ec6f24fe931865c159cce638,SINGLETON,2024-09-02,,x86_64
5f62d7f13d1b8ee9597b4cba15cbd902,bundlore,2024-02-04,,x86_64
bcb4275e21b82a1c758f82eb24391389,tirrip,2023-11-10,,x86_64
185e6e57a56c1272aa546331b04197a5,maxofferdeal,2023-08-30,,ARM_64
c8af3803537909cd34aec3bbd70def3b,tirrip,2023-11-28,,x86_64
b5a2645fa8baa5dfb2dba8a2f377217f,tirrip,2024-01-20,,x86_64
3953eea90cb2bbc2b2331f38cf535f23,SINGLETON,2024-01-03,,x86_64
6e1b1918734437270a8359d41f3e6646,bundlore,2024-02-25,,x86_64
fb461adc3dcf7cff3d9ef2a356810f94,SINGLETON,2022-07-29,,x86_64
0cfd2f070ff41b5e86c2e7cbdf8b9ccd,evilquest,2020-09-24,,x86_64
d5ec4c6f80ad69f2eeab4465fc820ff4,genieo,2018-02-17,Invalid,x86_64
1bd33e64e73b91c050df226e18c6221c,myviruskiller,2023-08-30,Valid,x86_64
6c72b3e5f69ba7f826db6fa7afb9cd6b,SINGLETON,2023-07-08,,ARM_32
c437b5be8de8fd9e36a065fb420a0a67,macnist,2021-04-25,,x86_64
4eefd85f67cbc5f8126d214e9d620e05,evilquest,2020-09-14,,x86_64
49ff02ddbd91ffcc2defd5c1ae9cde95,bitcoinmin,2024-05-13,,x86_64
8480b980a152a7214b21c6a16f1193aa,bundlore,2023-08-27,,x86_64
b44d0513e311634481001bdbea82ca2a,bundlore,2023-08-27,,x86_64
da56cd794e920086fc2fc46c5741f492,SINGLETON,2021-08-13,,x86_64
a4b7cc10878a7d6cecdadaf8a42fef7d,bundlore,2023-12-08,,x86_64
5bfd46459161388674fd9438009b28e0,bundlore,2023-08-27,,x86_64
06d3d8da76cfe31498f01a0179bb50b2,tirrip,2024-01-20,,x86_64
e13f1e6970e71b8ce8e522239838c964,SINGLETON,2023-12-24,,x86_64
b8e4f247ba7c928c538f0d0fc77a0a43,SINGLETON,2021-03-16,,x86_64
badebc712e09c7df53b079071654ab21,nukesped,2023-03-29,MissingPlist,ARM_64
7615ec0a768965680f684a871bc12cf2,SINGLETON,2024-01-23,,x86_64
cb9484a403ccbd5e92d283e821570dfe,tirrip,2024-01-14,,x86_64
99ff5dc7ab44f23ce8eb03df88778123,nukesped,2024-02-15,,"x86_64, ARM_64"
c8652406433f3a18f8c251950d2cbc29,SINGLETON,2023-08-27,,x86_64
c148740ef311f70ae2936c1902f3766e,limerain,2024-08-09,Valid,x86_64
d3b4894e17d06fe09c4ab56b8215c402,amos,2024-08-22,,ARM_64
3e4de0eeefd2e1c024b41a4222285f74,macma,2021-11-10,,x86_64
40b34c886abbedd6ed5d87a23971823b,hermes,2024-03-11,,ARM_64
17c16d0f3fcfc42be810d543fe48204d,SINGLETON,2017-02-26,,x86_32
5bf74a5168f72330c9425acd60b09863,SINGLETON,2023-06-16,,x86_64
3b8567c822c39f7c52818033b1fe9a18,SINGLETON,2024-02-06,,x86_64
d59e291a82d84cd403961f6161995502,SINGLETON,2023-08-27,,x86_64
fe64854fac4688136fa44816f39c4862,puagent,2024-06-06,MissingPlist,x86_64
9cca2397be5245e42fea090a5f48e14a,SINGLETON,2023-08-26,,x86_64
ab885441a80b1be7bf9bab8921286019,SINGLETON,2023-06-11,,x86_64
a99df1fedc5d9732c933bace726feba7,kappotoma,2023-08-27,,x86_64
a2b88aeb8465027b564f9aed75acdd90,limerain,2024-06-21,Valid,x86_64
9967cbae68711610c200287f82d48961,amos,2024-02-09,,x86_64
987f46a6e0f784b4dce7309690b39897,cloudmensis,2024-04-18,,x86_64
60b730c5dad135f95704c063eb1c8377,bundlore,2023-08-26,,x86_64
5b0e27b9e88a4b31e0a45e4daef9ab40,imymac,2024-04-25,MissingPlist,x86_64
eebf679150f509047f87c462ad855679,SINGLETON,2024-06-14,,x86_64
4bcf8db110a3037ab1f2d6dca4a04109,bundlore,2023-08-29,,x86_64
c72d13bbbc530ef34658d4b47dc420ea,bundlore,2022-03-19,,x86_64
f8bfad956a10cbe9de48b4352973dea5,bundlore,2024-07-04,,x86_64
24329cc381feafa2f56e122613991eb3,maxofferdeal,2023-07-08,,x86_64
02231316c52b0e195432c7bb3e5d06e8,bundlore,2023-08-27,,x86_64
48c81fe2554febc6f22b612cde6c6a2c,bundlore,2023-08-27,,x86_64
6fe2920e9e8eddb9395ac935d6b717ba,SINGLETON,2023-06-27,,x86_64
937f15c811349858b7ec754425ca244f,bundlore,2023-06-18,,x86_64
bea69dd29d13aa501136b14930e0b36a,amos,2024-02-08,,ARM_64
23eb2e4f60f8924f103bb595aba9acaf,proxyagent,2024-04-22,,x86_64
a707899bd22b51417fdcda94afa4e6e1,bundlore,2023-08-27,,x86_64
b4eb988b82c4a039025d229ec4debc19,lador,2023-08-27,,x86_64
a03971d53d344a66a0c12ac0f540b86a,bundlore,2023-07-08,,x86_64
a4c3f9a0456b95e967ec170399ace1fd,amos,2024-02-26,,x86_64
b506c23661cb0eb613c808fd9fc75e76,tirrip,2023-08-27,,x86_64
49bb40f394d1a7e800332362b9a3669b,bundlore,2017-07-18,,x86_64
43c4b371957f0d43f3665fbc74e9b912,lador,2023-08-05,,x86_64
fe6253df5f923fdc35464c4ffad5689e,bundlore,2023-08-27,,x86_64
b03317009ec36ebdeb3e9c9c6071af64,SINGLETON,2024-02-04,,x86_64
f3b38555fd75ac1a114bd2a04bd4eff0,SINGLETON,2021-11-14,,x86_64
1551f732b8f36578349b3ea632b5aef8,flashback,2018-07-27,,x86_32
e45ba4212caf69934cd2cde1e100d65b,bundlore,2023-08-27,,x86_64
17e6e2b4f787e90a9d4539937eab6890,lador,2023-06-13,,x86_64
191d6c3f27322fab5360f6f71f704859,tirrip,2023-08-27,,x86_64
dde238e2f0b22837c59e1ff67a1eac97,bundlore,2023-08-27,,x86_64
b8ad9b982dced4f79fc3c5d245105fed,bundlore,2023-08-26,,x86_64
6af8c69b0bdf70cfb93756113b629ab5,bundlore,2023-04-27,,x86_64
cb355fae0e4df4d59fc91aa95482d8c1,SINGLETON,2022-04-14,,x86_64
d09c7740642a5f0c3f3d2c4b78400588,mackontrol,2018-08-02,,"x86_32, PPC_32"
a0a1576fd68d391544ac26ba073cde6b,SINGLETON,2024-09-01,,ARM_64
375b4690b209c7ddbc844efa555eb171,tirrip,2023-12-11,,x86_64
815695cf1264ef42120c550df69725f9,limerain,2023-06-17,,x86_64
ca9e56193850b279d375838ddcd0e0d6,amos,2023-11-19,,ARM_64
392ae137b5e266f019d4b8b654639b2d,amos,2024-05-07,,ARM_64
f8e57fda159f042d53489439191037d9,awecleaner,2022-09-07,MissingPlist,x86_64
38c7ee073400a39a9066e50d1c1901a4,SINGLETON,2024-06-05,,x86_64
0aa430625c7c9d1aba53c9a715948dd2,evilquest,2020-09-22,,x86_64
06ddb4086cbe9c32bd29c994c2fa3603,evilquest,2020-09-22,,x86_64
b60532bfdf76f40fb8bcd62150bfe86a,adagent,2023-09-14,Invalid,x86_64
6f70015f87174b43949ce9ede254074e,amos,2024-07-09,,ARM_64
91f0de413cc11dec7abfd0b7e4327553,bundlore,2023-06-14,,x86_64
4f744c7b0e531f2f420190d6778cc4d4,bundlore,2023-08-26,,x86_64
6ab26ce9c222aa5ec426e4013032ac02,SINGLETON,2024-01-14,,x86_64
0df690c390b462df636dc212d0db64c1,tirrip,2023-12-11,,x86_64
7e8587892411bf58140b176bfaa66dab,SINGLETON,2022-09-21,,x86_64
0aac4552fe77db23b5054c0b2cc0f4f0,browsefox,2024-02-22,,x86_64
586b35e096cb1a21942693877534ee56,amos,2024-07-02,,"x86_64, ARM_64"
8db52351c37fb88c64ac96bfe4611b26,bundlore,2023-08-24,,x86_64
f5c5518b118340273a38f3df3547ba64,amos,2024-07-31,,ARM_64
623fd1f9c7955eddfe6fae142009e078,limerain,2023-06-26,Valid,x86_64
604680f54dd19c26447e99fb70df6622,cimpli,2023-08-27,,x86_64
0305bdc5f0a7c44bbd629d043d52471d,cimpli,2023-08-27,,x86_64
2e3ba3a54b7774c659dff40f6aa3b6aa,SINGLETON,2022-06-01,MissingPlist,x86_64
669a9e477305df9392d7ca21d524763a,SINGLETON,2024-06-06,,x86_64
557332a1b2832b4c164ed64d0aa147fb,SINGLETON,2023-08-27,,x86_64
440f07a20a19fdafbbcbfa42639c3b84,maxofferdeal,2024-07-27,,x86_64
2c2c3970b47c18bc0ee79069a3085907,fplayer,2023-08-27,,x86_64
d3390c8fe036d12ffe3df0106a2b2390,amos,2024-08-23,,ARM_64
35c5b3aedfc44af1371da1e0fc3a3a1f,synataeb,2023-07-17,,x86_64
72887e40b8789e7f8b46c392e4e434cf,genieo,2023-06-17,,x86_64
f746ba23590dad269374e6ed55b68168,synataeb,2023-08-27,,x86_64
1d995bae13c8d0fb0d29aa0c606d6497,bundlore,2023-06-26,,x86_64
f3bcfea4d8e5e72bf67a794486af87e1,fplayer,2024-02-05,,x86_64
699ccc08233844993863a1d6eba4fc45,SINGLETON,2023-08-27,,x86_64
647a8ad7802e503ca138aa4f07a463a7,SINGLETON,2023-08-10,,x86_64
3e352d651cb65ad9878ecc57c6a56a36,amos,2024-01-08,,"x86_64, ARM_64"
318d4e08984319dbb44228ba6bcb8d2e,SINGLETON,2021-08-13,,x86_64
ee19980202c29c30e906dd1ead6fbbfc,tirrip,2023-08-27,,x86_64
4e5639df125b5c705344f55baffc9ddd,flashback,2018-06-19,,x86_32
b5a76f0264e5e6b9f2b5dc80d8ab6720,bundlore,2023-07-05,,x86_64
2c711b95526244f9501d1a6c944fd058,bundlore,2023-03-11,,x86_64
c13157701ae755010d20bfb91621bec1,SINGLETON,2024-02-01,,x86_64
044b541bb929c5efaa162bf8de2335b2,tirrip,2023-08-27,,x86_64
5b607d65b4ef67a242c8b7dbf248103b,bundlore,2023-08-31,,x86_64
849b50788a1554d5a05181518bed9a65,cimpli,2023-08-10,,x86_64
3771fc8a70cde769391cabd48ef71631,bundlore,2024-01-14,,x86_64
8f787dde6b9c6667f03b9b5841829a28,SINGLETON,2024-02-08,MissingPlist,x86_64
1778b3de3242ef32f734599ad6157963,SINGLETON,2023-08-27,,x86_64
3c04caeaf7a1b6a1fec8a25c57771e77,adagent,2024-02-11,,x86_64
4c3e985e75a9bfd97edca390122137b3,bundlore,2023-08-26,,x86_64
ed306ad96b2ea5b9f7185c1bc213f5d2,SINGLETON,2024-06-13,,x86_64
d6c2eee707e2673632ddcce9868c1740,xcsset,2021-06-20,,ARM_64
1a11ea79e4da2479611984fb640531ef,SINGLETON,2024-02-09,,x86_64
7b140d1be7989baa75077f0877b97b52,gt32supportgeeks,2017-04-03,,x86_64
8d1c524f8db0f7107fc2558f388014eb,lador,2021-11-10,,x86_64
9426800984dc5bccb0c0c11108f96f1e,SINGLETON,2018-01-14,,x86_64
76e55cb59ba9a7c32e98fcdbada7004d,SINGLETON,2020-05-12,,x86_64
03bac4fa1a9a0b9fd44c867e71dd61e2,kidlogger,2024-07-07,MissingPlist,ARM_64
72ad88d779d92b731206097c315791ca,surfbuyer,2023-11-26,,x86_64
566dd3ca4d271fdd7854a423735418f2,bundlore,2024-01-12,,x86_64
3a480b6aabb4de0ff2bc68ad6c2bd028,puagent,2024-07-26,MissingPlist,"x86_64, ARM_64"
db3aba98c3953e54a1e7e5170ebcbfdf,bundlore,2023-08-26,,x86_64
939c7c43e70c12e3cb058c8cf4906509,mackontrol,2018-04-17,,"x86_32, PPC_32"
631e0cbbe80aa84cbeb525581198de69,capip,2023-08-27,,x86_64
6c92a00621aa2152c8acb0988d813727,SINGLETON,2017-12-27,,x86_64
aed115198426263b101933327aa664b2,SINGLETON,2023-07-12,,x86_64
a8d8c50577517a03f17f86be50fbe4e7,maxofferdeal,2019-12-17,,x86_64
68f0499468e8d16f167fb7bc60428532,lador,2023-08-27,,x86_64
06bd47b8ec7e6277dc6c8842d00f7243,SINGLETON,2024-01-15,,x86_64
bf702ebf97650efa241c50181b4e25f8,mackontrol,2017-12-20,,"x86_32, PPC_32"
0b66a67f2cc2bdd337ede2cf7c5a81d1,bundlore,2023-08-27,,x86_64
09ed67368489c8d4beeebbeb53fe1001,bundlore,2023-08-28,,x86_64
64e938e9a1c9f7ab5b49bdb5fe04bd33,keystrokespy,2020-11-19,,x86_64
15fac91a391b2ccc0da557b0e5e00af4,installcore,2016-02-01,,x86_64
c9cd132c3607da1a645ad98e32f34698,tirrip,2023-12-16,,x86_64
27e5dce7b9f5098e3d40d378faf62fbc,bundlore,2023-08-30,,x86_64
818f4862c89b901fb4b1c3d31475ba01,SINGLETON,2022-08-23,,x86_64
762673fee159c16566be8a3ce246298a,bundlore,2023-08-27,,x86_64
6b7d6b20cfd59ccf3f09f4725391fdee,surfbuyer,2023-12-15,,x86_64
f7e193a3f4b760139b40c2a0dde9a3b9,xcsset,2021-06-22,,ARM_64
bae83e4951167bcc46385149859d53e1,tirrip,2023-11-16,,x86_64
6f4645e4fd07cab6eecf168b2d82cd5c,bundlore,2023-08-26,,x86_64
426818bfa128067492270895e1cdbd19,bundlore,2023-07-07,,x86_64
0d8a11c966a2d0a57d48571078d4f5aa,tirrip,2023-08-27,,x86_64
c4e8ebe4d50cc08dafe36169af57951b,SINGLETON,2024-04-25,Invalid,x86_64
c8119497a9a894885c1ffdd1c13896ad,proxyagent,2024-02-15,,x86_64
9308243ef4e6aefe6445a5d80dfc685e,SINGLETON,2024-07-21,,x86_64
ca2b7a648e3e61a5713f561cf4e4db21,bundlore,2024-04-25,,x86_64
7cae0c19b9b9d7d161f1c94408166c10,bundlore,2023-08-27,,x86_64
de4c64504fbe180723ec8a6cb3d5a6ed,fplayer,2023-06-11,,x86_64
4219e2086924485936cbac222b546770,limerain,2022-01-01,Valid,x86_64
b16298da33b2348bf98cca51cf6b618f,bundlore,2023-08-28,,x86_64
7ce661965c723a4aa6e360a7ff8485c6,flashback,2018-08-14,,x86_32
cf6eb873586ff0b88cfb37ca768165ed,bundlore,2023-12-11,,x86_64
546b029fb0d8fbe4516a68e57465f235,tirrip,2024-01-19,,x86_64
17856b69ba46e2e6984cdf3866e76b3e,cimpli,2023-08-27,,x86_64
1d015d22a82a6e4189e054e0ad8b23cf,bundlore,2016-12-21,,x86_64
d56c23c88e2bdf10fb46520325f307e8,synataeb,2023-11-11,,x86_64
1442ac01219c040192a6707d0948d07e,cimpli,2023-06-27,,x86_64
74f71858b09514bce788a6ec07b782d8,puagent,2024-05-21,,x86_64
5b8ec8c5fba49cd44609ad564edad491,meterpreter,2023-08-27,,ARM_64
aa147d47edd3c774b4df968587971370,SINGLETON,2023-06-21,,x86_64
2ec25dfd987f343a26ef277b2ee41016,evilquest,2024-06-05,,x86_64
439ef7a239d5acd371d588d27e4b68d1,loselose,2011-11-10,,x86_32
13a6a6bbccd8eb51b5d6851fe511d2da,bundlore,2024-01-18,,x86_64
2305321c08da6e581fe04d6e341319bf,SINGLETON,2021-08-13,,x86_64
17e6e54d5db7847055d3f3141defdf8e,amos,2024-05-23,,ARM_64
56752aff677fd5793e8a4888e443919f,cobaltstrike,2021-11-18,,x86_64
d3359afd3835360849bb37a7695aa0b1,tirrip,2023-12-13,,x86_64
59ab381ac9787157eb0f16e70be2e500,flashback,2018-05-16,,x86_32
7de38bebc05ee5e63f3e66f437b169ac,bundlore,2024-05-25,,x86_64
39eb9c00338d2850e267a71e69204408,amos,2024-07-27,,"x86_64, ARM_64"
b1db01d12958e8d02c609261e9677f2c,lador,2023-08-27,,x86_64
12f3419043c68ddb48db6f55a5c6a3ec,imobie,2020-09-02,MissingPlist,x86_64
32951e26123747590adf0f77aa8df3b9,maxofferdeal,2024-07-18,,x86_64
7d50a173d9645447920a2cbb465a85c3,bundlore,2023-08-09,,x86_64
f9eb8e3238cdfbd67ff789976ceb27e8,SINGLETON,2022-11-17,,x86_64
da368b2aa9d81b938206c9faaddbb278,SINGLETON,2023-12-26,,x86_64
c45cb1704ec11ec3e93d60ba69f540c7,amos,2024-04-04,,"x86_64, ARM_64"
bd1c53599c4ca5cc0e4a5d305cc431e6,evilquest,2020-10-12,,x86_64
58a128a4668c2fad9d1fce30f7466d74,lador,2023-11-19,,x86_64
a423ef0c645cc4b07cf87be4fb8af761,bundlore,2023-08-27,,x86_64
7bdc76442661135c20172d2a2b421755,SINGLETON,2019-12-22,,x86_64
2390087bfd36fdbd93d6df4688e76d51,SINGLETON,2023-08-25,,x86_64
d8c3d2ad2ad4e0eb7dda13e56fb33d26,SINGLETON,2024-02-17,,x86_64
21adc0a92470ecd5b8512990c207c741,bundlore,2023-08-27,,x86_64
f3fa76305ea7ec52f78f8f7b3ac2b862,xcsset,2021-06-18,,x86_64
61048d9016b845aefd2d7c693a766a40,amos,2024-04-26,,x86_64
76e2a20886d7ecce44774a32eaca186c,SINGLETON,2024-01-13,,x86_64
020b98d863ced78afb23a0f3582352c1,cimpli,2023-08-27,,x86_64
e369c0e506f8c3b45fbad784007806b2,bundlore,2023-08-27,,x86_64
343daf437a07b3a303539514f16b71a8,ddosia,2024-01-31,,ARM_64
af2bf5a05ba88aff47c4f2cf22162309,bundlore,2023-08-27,,x86_64
761a37894864c17bca8a6271d86fac0c,synataeb,2022-06-10,Invalid,x86_64
bf7352fc6e06ef76e7fc167e151b618f,tirrip,2023-08-26,,x86_64
021812744a5e8cb06e8092d8a7d04546,evilquest,2020-09-25,,x86_64
a92e362c2f8bd19e43b6ee697caed695,ngrok,2024-06-10,Valid,x86_64
83760332d6a270c9c07097c04ab0894a,bundlore,2024-02-25,,x86_64
b526a52d756527d446697656004ed4c3,bundlore,2023-08-27,,x86_64
89dcfa14a22e7d6e52406efeaf402105,amos,2023-12-16,,x86_64
b02261b9fc5bba4e2f86a52f8b18bc04,imymac,2024-04-25,MissingPlist,x86_64
c5d418b2d872b09ce5b203abb3655f78,synataeb,2024-02-19,,x86_64
fc13e174e6792c726e2e932499425ac3,SINGLETON,2023-08-31,,x86_64
e8a875de23b9bc04d196fc5df09b5623,proxyagent,2023-12-14,,x86_64
e90b9a2e769cff3b8e25227c952d69a5,SINGLETON,2023-08-27,,x86_64
8d2622087b3c7a9e41363035120c8452,bitcoinmin,2024-07-04,,x86_64
9777e1386158ceb72662280aa6acd781,netcat,2023-12-21,,x86_64
9fbb5afa1ce69c21acf0a8fe64fad581,SINGLETON,2023-08-28,,x86_64
68ea21cf4d51bda5a957b081e6b2258b,SINGLETON,2021-05-12,,x86_64
f4a063b4ac518f7dc945a1b131261258,bundlore,2024-01-27,,x86_64
ecf437d3c0b3df41842fba2aa07b9ab8,SINGLETON,2023-07-26,,x86_64
89fa32195e3ac00f17275cf7fdda460f,tirrip,2024-01-21,,x86_64
97ae7fca82a3c97fe486b46902160efb,amos,2023-11-28,,ARM_64
6ebea3824a738bfadc5a33fde2d1644e,amos,2024-05-20,,"x86_64, ARM_64"
ef48b5abc51f22921a6397bd8b47988a,SINGLETON,2023-08-24,,x86_64
9dbf3bfa051e03059c64f83aecfabd4d,bundlore,2024-02-20,,x86_64
68963389901e0e4c64b009d27446ef1c,amos,2023-12-18,,"x86_64, ARM_64"
4569e74e2f08ae87d8bd33a8a9d9945d,tirrip,2024-01-20,,x86_64
53607506895d54b67f991aa06b900ce9,bundlore,2018-03-08,,x86_64
6c3a25fdd73a3f65940347e6d8d91cea,SINGLETON,2024-07-02,,x86_64
161134a5fa5ea50524b28d20e4706a61,bundlore,2023-08-27,,x86_64
d8688b62d3377b52ebd6a94108f196a3,maxofferdeal,2024-02-05,,x86_64
a8d1f6a6dc0e6de1b61a8d97950c0135,SINGLETON,2023-07-19,,x86_64
94b98e357afb48d30e7719e7f2668e9e,cimpli,2021-10-28,,x86_64
371c9cc0786233137ee9a49fb7bf7455,SINGLETON,2023-08-26,,x86_64
bc4d9808aff1d4bc289e6d4d53ec9503,proxyagent,2024-01-23,,x86_64
7ae58cb8e5541c5cb33b1223a9f40aa4,SINGLETON,2018-10-19,,x86_64
72d0d34922a8e90fe5bf5bf5bf274103,SINGLETON,2023-08-27,,x86_32
831c28d4483a131f37eb6a74f79739f8,gt32supportgeeks,2017-04-03,,x86_64
03ce6bfcb653009849c997073f8a1091,mackontrol,2018-08-23,,"x86_32, PPC_32"
e08c94b91428e036fdf4e0bf91ae8983,imobie,2019-12-27,,x86_64
c18c9aaf5072d661a51554530156447e,SINGLETON,2024-02-20,Valid,"x86_64, ARM_64"
ab755f2168a472febeeb2cda38540c21,bundlore,2024-04-25,,x86_64
b2cea0439aef6645216d6e358afec5d7,cimpli,2023-06-10,,x86_64
ed28674007e0fc71e030c8247cdb0708,aircrack,2024-04-23,,ARM_64
fc2f20698459b3f1d468fdb474fc2d2e,bundlore,2023-08-26,,x86_64
a9cdcc26068112e3bff8a38de4eb6330,bundlore,2023-12-09,,x86_64
6e08e4b53bec83cf14b378833afe4f68,evilquest,2023-04-01,,x86_64
d551a98ff37b6a36cc90c4c205a1f413,lador,2023-08-27,,x86_64
f608dc20e80854893e72d6ee4c8094d2,surfbuyer,2024-02-13,,x86_64
038fcc331a5fcdb3ab9e26168d7dd0b7,SINGLETON,2023-08-27,,x86_64
8ec0c898745f5612d85c4be4beebd8c4,bundlore,2023-06-21,,x86_64
4a13896317df226917cf2dfd6a4c2cf1,bundlore,2023-08-27,,x86_64
df3c49b0ab749821e201350234e4c721,SINGLETON,2022-05-03,,x86_64
7dbc51503a38095cf8a6e4dbb28ce761,SINGLETON,2023-06-16,,x86_64
bf569e432a16b4de9e565121c0923a19,conscan,2023-10-19,,x86_64
