Hash,Family,first_submission_date,code_sign,cpu_type
f1e414536c6bcbb1f9a4b156992d159b,bundlore,2023-07-13,,x86_64
74a985d3326008f01ab8b4e8efeb4df7,SINGLETON,2024-03-30,,x86_32
6dee3bbd2bb0b9de6423700a8e1fe1e8,SINGLETON,2023-05-11,,x86_64
ed7884cc6c0a7cfd41b7b6504c74173f,malsource,2023-10-12,,x86_64
299c1e75d07e8a4545a9c190546303bb,bundlore,2023-08-27,,x86_64
bb6217711342b1732740ab9fa139efe6,SINGLETON,2023-09-08,Valid,x86_64
f11482411b1963f838309dd2bfc17164,tuneupmymac,2016-02-24,,x86_32
90a517c3dab8ceccf5f1a4c0f4932b1f,rustdoor,2024-01-31,,"x86_64, ARM_64"
f5a3ea9e1e0d4f2da565378ded7d1ea8,SINGLETON,2024-01-14,,x86_64
5f0c71781b9d7c3cec93e09722af26f8,tirrip,2023-04-16,,x86_64
ec33c1d5243037bbdee89514e317c946,surfbuyer,2023-06-16,,x86_64
7e0f54cbdeb10d0bc6a633cba6518b1b,SINGLETON,2018-06-16,MissingPlist,x86_64
a51c6bc40588aef2a3076014ee518ea8,tirrip,2023-08-31,,x86_64
bae8ddc096bba346849031fc50aeed26,bundlore,2023-07-08,,x86_64
eddb1e802d48132c81ca2da4174b0bed,SINGLETON,2024-01-19,,x86_64
0f37fbfe7756b6ba16c9604735209093,SINGLETON,2021-05-30,,x86_64
b86edae0cd514d9da181b88ee428d36a,SINGLETON,2024-05-22,,x86_64
a88a013870e04685f8f9d08a26c48593,genieo,2016-01-05,,PPC_32
932524042025d812da5eab020c1cf64b,amos,2024-04-26,,ARM_64
ad95701f1773c2b241998c0c2276a0f6,ddosia,2024-01-29,,x86_64
e478a5e7c1d0977f9efebede6de35b6f,genieo,2023-06-27,Invalid,x86_64
89cc268646225b64e6d5b9af0130a11c,amos,2024-08-10,,ARM_64
96de89c6f8385f21a8efec061e157542,bundlore,2023-08-27,,x86_64
288010e82e03a84e1c27bf221818b312,cimpli,2021-02-19,,x86_64
c4348e273c29a9777c1ce3fda18ad173,SINGLETON,2024-01-22,,x86_64
84e68432deeba2464df464450dde2f00,SINGLETON,2024-01-19,,x86_64
62d3ca7d891b0afd1d28f5ea789e7f58,genieo,2023-08-27,,x86_64
dc1660088e0ecfe4ec285a947dc32b71,synataeb,2023-08-27,,x86_64
4b6498ce343f78222d10811c54fc4c11,macinformer,2018-02-03,MissingPlist,x86_64
a9750b2c6a66de40b69a8cdbee72241d,tirrip,2024-02-04,,x86_64
ca7b8b9d78a9b1a5ce7aac77b5f4916f,evilquest,2022-12-06,,x86_64
5b1555f50e38589f69da4b2ea92e0021,SINGLETON,2023-05-06,,x86_64
a4b1e607b2ef6c146cf67563f1ed137c,amos,2024-08-09,,"x86_64, ARM_64"
7c79a6c04e5a5645f21eeea58a06c9ee,maxofferdeal,2023-08-27,,x86_64
97b8a9c728de1b799971b25793d4a926,tinyv,2023-08-05,,ARM_32
ef7ec2544c9d21921e859b37686eae33,amos,2024-07-01,,x86_64
5ef09295c19c26a2720e18a75652ebbe,SINGLETON,2023-12-14,,x86_64
8f5fe4e1984baa0e47835edd41489881,malsource,2023-08-21,,x86_64
a412c11a5bb538a9da83c10d207c8693,amos,2023-09-25,,ARM_64
c8451e50e36a34b5bae4894ff2a1ad98,genieo,2022-03-23,,x86_64
480702f28c00cf016282e6623cea5d40,lador,2021-07-10,,x86_64
e6d4a569b9e655d6ae50d96b51a5a482,puagent,2020-08-30,MissingPlist,x86_64
08ed7ad8c6fdc0758319e705139dfc9a,SINGLETON,2020-04-17,,x86_64
e6d6b23fbf94d24d14e3661c41fff429,linkury,2018-08-31,,x86_64
1f72d36f3971b1fe50603ca5d6f48b8f,tirrip,2023-08-27,,x86_64
5fb9b43e93ba20ebd91a0e79b3dc1d22,SINGLETON,2021-09-28,,x86_64
47325362cd2be41ddeedba592c154cb6,bundlore,2023-06-23,,x86_64
ba8a33174bdd2cce2bbcc454006513e2,bundlore,2023-08-27,,x86_64
5617673eec786a1fdd3d7cf48091ce9b,mackontrol,2018-05-15,,"x86_32, PPC_32"
7b389f9ba39ae9784e6ee9dc116ba163,bundlore,2023-08-27,,x86_64
ddf4fa7ba79a76c63f2060658f6a7a64,cthulhu,2024-02-04,,ARM_64
fa52ae78b8eb7644ca847df784884000,SINGLETON,2023-09-03,,x86_64
03a28a70fc4076c87ec8297271dbf777,SINGLETON,2023-08-27,,x86_64
740586bf46fe4adce4437f987e1204a8,bundlore,2023-08-27,,x86_64
bcafb13855a599b8093604c856239e47,bundlore,2023-11-15,,x86_64
034f223feb87804c76c0ef77d6844f51,evilquest,2022-12-06,,x86_64
ef7061a5052184029df5a1a6f9035d9a,bundlore,2024-04-29,,x86_64
55ea325d178e1c5ed17da5c9f75a47d4,bundlore,2023-08-28,,x86_64
fdffacff283ee3952a13a45830b8eb79,bundlore,2023-07-08,,x86_64
747c8dbf463acf5696e30f88d213d439,imobie,2020-04-22,MissingPlist,x86_64
0889fceeb3c4531029393ff4c7725a7a,evilquest,2020-09-23,,x86_64
e4456d853fe4afeabbc98d841d425c10,amos,2024-07-08,,x86_64
0c70872bf989912829439ac7b9f823a9,bundlore,2023-08-28,,x86_64
aefedf9263b4fcb4e0ba1c473ecc4ecf,bundlore,2023-05-28,,x86_64
b37a0af84abd52268349312773350270,rload,2023-12-22,,x86_64
39eceb7547e4afe63571bc7484408319,tpwn,2024-04-18,,x86_32
60ca3147b69910805b32a8c5936af035,bundlore,2018-05-16,,x86_64
ade277140ea0588b5505d18582ee574d,amos,2023-12-19,,"x86_64, ARM_64"
7c9501c7173156319caefdc50329cdcc,bundlore,2023-08-27,,x86_64
66dc212ac21e65eb09a04e2030a83bf1,synataeb,2024-06-20,,x86_64
68f5eee62fa3486d126c8ae4335993da,ligolo,2024-03-27,,ARM_64
bc1be047cec1289b5e3065cf88e70a49,tirrip,2024-01-20,,x86_64
fc102184d816af798407aafb27c972df,SINGLETON,2023-04-12,,ARM_64
5f7a58555cbf1d31b084e44b5d19c05b,bundlore,2023-08-27,,x86_64
823df03f6cc57c608514ba0d8bda82d9,bundlore,2023-08-31,,x86_64
f1a37ad73e8fe8f491ebf4a453c7f5fe,tirrip,2023-08-27,,x86_64
c2d18e73996a537cecf2df375abcdf74,SINGLETON,2023-07-09,,x86_64
513e95a6f134894aecf562e691c00438,amos,2024-06-28,,x86_64
2e4f5d70cdb40d6472b4762299ff1205,SINGLETON,2024-01-19,,x86_64
00719ea441602d377071ae21fe5e6a62,SINGLETON,2023-08-29,,x86_64
295c18ead6df67a43cb068e0ee7cbdad,cimpli,2023-11-20,,x86_64
5ce4c9bb6fc5db9a12ba955770fe29f6,amos,2024-08-25,,x86_64
2331bfac61fe051d3b3318ea8bb740cf,rustdoor,2024-02-23,,"x86_64, ARM_64"
2a6737edd172f8650a92b74514879e4a,evilquest,2023-06-28,,x86_64
40a271446b3ccd3fa84622de2b856bfe,bundlore,2023-08-26,,x86_64
9f2521623c7630f68c52961e07f8bef6,evilquest,2024-06-20,,x86_64
2d683c4a5eade79e2ea78ea277a40b78,tirrip,2024-01-22,,x86_64
fd738ba0850c2760e88fa31184cb2e9f,synataeb,2021-12-22,,x86_64
1918ab9c4a9be6f5724a6540db4ce7e0,bundlore,2023-08-27,,x86_64
e6ba5f7dfce39b01531ec0a850e0c48e,amos,2024-01-04,,x86_64
3b0fad5ec97619864c2bfb0163d053af,bundlore,2023-08-27,,x86_64
703bcbb57a8d435fba59e63bec3361c8,amos,2024-06-01,,x86_64
1eb2ce95ff60e920f5917faace2d39d3,bundlore,2023-11-22,,x86_64
c66d0941d1729ba685f074ee531a392e,lador,2023-12-10,,x86_64
7355e0790c111a59af377babedee9018,hzrat,2023-09-22,,x86_64
d3c50bb625f2c4a70cb2e731b1721174,lador,2023-08-27,,x86_64
58a65b3672bd47d63c52b1f525bed9c5,SINGLETON,2023-12-07,,x86_64
47296cf1cfd6bd0010cc0d8ba9780e02,SINGLETON,2023-09-02,,x86_64
6e53d45453adc6e0807235f14f11f4d5,spigot,2013-10-30,,x86_32
096f3ed1d4330327d898bb217276e2a3,keranger,2017-12-04,,x86_64
03f9e7fd7d70c9a3d1bf3f59d549b980,imobie,2019-12-18,MissingPlist,x86_64
4cc38bfe7fa5515d34cfb832e99b642a,evilquest,2020-07-11,,x86_64
29892347dcbafa3d524ef293a3d7377f,xcsset,2021-06-15,,x86_64
8fa03387dd8c036b90eae863e560923a,SINGLETON,2024-06-30,MissingPlist,x86_64
099fb5160297c75ad6a4e68dc47ecfce,SINGLETON,2023-08-27,,x86_64
1bee5b58f827bf96a4b5dea2b19aa41b,bundlore,2023-08-28,,x86_64
aef0fb9610da332f6b9b879e11f5518d,amos,2024-04-09,,"x86_64, ARM_64"
0d62d6f0cdc5226dfc87a3558ae53340,bundlore,2023-06-15,,x86_64
565a8c5f20f0f944b4bea804dd0f3d10,SINGLETON,2023-08-27,,x86_64
6ec2db786ba2d9475f6c85ff03a97dd6,maxofferdeal,2023-07-29,,x86_64
11047912e418fa59d1aa68a70510bc25,cimpli,2023-08-27,,x86_64
afe470749cc5291d384d9d72d69ae32c,evilquest,2024-06-05,,x86_64
638b5d491e7b00103d38181be52e36dc,SINGLETON,2024-04-24,,x86_64
313355031aa031f98f47944158899a34,SINGLETON,2023-08-27,,x86_64
1f7915439d419fef45dec1d8a7c41645,installcore,2016-01-02,,x86_64
bf234c6a45b1939977e1e63e92d7163e,appetite,2024-04-18,,x86_64
f2c6c0c0c171258d076718d630b51b90,amos,2024-04-09,,ARM_64
3fd1afebad10c500c823f7f39e9532b3,SINGLETON,2018-05-31,,x86_64
a70d9143b6e8fa7f7b81ec68c2ded953,SINGLETON,2024-02-25,,x86_64
415ea9f5dc0cb959a2881e050e4eb277,SINGLETON,2023-12-24,,PPC_32
6c12c7a4b91725e07f80d6f1894b75ac,bundlore,2023-08-09,,x86_64
9db163a28d53d8814b1ebcee1fd40b93,SINGLETON,2022-02-28,,x86_64
0d0f052a43dd1740cd81392a6d2905eb,puagent,2024-02-07,MissingPlist,ARM_64
c949b6b6e2495b15bd3c74a234f5f494,amos,2024-02-28,,x86_64
2662c0e25eb7da45b5038a559e832bde,limerain,2024-08-20,Valid,x86_64
2478e0b0eb6a77f06826549244f66643,macstealer,2023-03-09,,x86_64
c9e1cb7ec0716d760ecfaa7e780e8a71,bundlore,2023-08-27,,x86_64
d2cd1f86341711ebecc3c542cc8eddc5,SINGLETON,2023-10-14,,x86_64
892adaa55a3fedd114994b91864b5db7,bundlore,2023-08-27,,x86_64
bca2de69ff68223086af9c344890c255,SINGLETON,2023-08-27,,x86_64
56295bb7d4d0214c9950d4ab768244b5,tirrip,2024-04-25,,x86_64
cf244d6c95d44474f0b6a0bc6ce57704,bundlore,2020-09-12,,x86_64
29a1079748a4f8cd8f03572f6a58213b,bundlore,2023-12-14,,x86_64
0f3fc3ec8e6c72584225b050502b7f4c,evilquest,2023-07-11,,x86_64
a1005cc4f9aed9cef7277f23bbaf82ef,cobaltstrike,2024-04-22,,ARM_64
6bc4eb2425e5c6acb454e6ca950cd002,mackontrol,2018-07-12,,"x86_32, PPC_32"
29dcf529074cb0dfed03ee64f809d200,SINGLETON,2024-01-13,,ARM_64
79ad8666546f6ad091755272e89061e3,shellcoderunner,2020-01-05,,x86_64
2133570acbe3ee0aa5aa39680952d9ef,amos,2024-02-05,,x86_64
a722306359450d9ec7f227b23164b2a5,SINGLETON,2023-11-22,,x86_64
bc2c39b63342b938497427c982b5b673,bundlore,2023-08-27,,x86_64
287d504412ffd774bf22db9cbb5ae9fe,amos,2024-05-08,,"x86_64, ARM_64"
262ff009a6706021e9d9415e6a4657f8,bundlore,2023-08-27,,x86_64
0ba62372d3ec1cd91a2121473c23c2c3,evilquest,2020-09-25,,x86_64
f372b2ee8569fea6ed0f51361d362662,SINGLETON,2024-02-13,,x86_64
68a8f8ef41255fab241f2b625d2f49d0,bundlore,2023-08-27,,x86_64
630051594f751df2f7293802ff8c76e4,cimpli,2018-05-31,,x86_64
6924e4a3c01d69a30b622da241d09ea7,flashback,2018-07-20,,x86_32
dab88fb6e67106e7624de7a593d21215,limerain,2023-08-27,,x86_64
0358e3e351ed0bd319d3b58e6f2a9a9b,proxyagent,2024-02-04,,x86_64
d5a312ce47303c802bb44204698669e5,limerain,2023-08-14,Valid,x86_64
3ff8c306f7c613d77dd6a80fdff32279,tirrip,2023-12-03,,x86_64
350e289a1096b5508c81eaa9a81f614a,lador,2024-03-02,,x86_64
46a444400f42cb0736d2c2ff0dd2fa0b,bundlore,2023-08-30,,x86_64
a5a2ac62ec7e45e437c0497dbfdf02ae,amos,2024-04-14,,x86_64
d9ccaea390c26da3aa92048c20f6ef6b,tirrip,2023-06-26,,x86_64
24fa39c69417b1c8c6dad8f276feba1d,SINGLETON,2019-12-03,,x86_64
f058800cba8fec2e00a18f78df2d7609,evilquest,2023-09-06,,x86_64
265e89a01d728515052133aff2c14573,amos,2024-05-09,,x86_64
4348251e0f42e24e1e78992659072cb2,bundlore,2024-02-17,,x86_64
903c65cf5d4d9b23e065497b48f69849,SINGLETON,2023-08-27,,x86_64
ad878ce3d123621c7c14bc601426dd00,tirrip,2023-12-05,,x86_64
a436d23ebd93e92c8ec3e3b93f66b216,amos,2024-05-02,,ARM_64
cbe670628dab5a40e33cd03d32d01f6a,imobie,2023-10-31,MissingPlist,x86_64
60c30e42ea9bc82023bcbff61c2403eb,chisel,2024-04-03,,ARM_64
8d8e1ce52a5740521b7a6014aaeb3295,SINGLETON,2021-09-06,,x86_64
ff8a8d11e459e453fbb4d5b3b6dddb63,SINGLETON,2024-05-21,,x86_64
39227efe6515127eb33433bc74f99db7,bundlore,2023-11-10,,x86_64
bfbf64f54275ba01a340d1dcb1d462c0,evilquest,2022-12-03,,x86_64
f184783fbc562e069ee69ed13680cd26,wizardupdate,2022-04-07,,x86_64
0f4261354dc3ef7c209e7b0c73c06040,amos,2024-04-04,,ARM_64
e8f03accf6bcc0b20eb00048603b5a26,SINGLETON,2021-10-29,,x86_64
41868b58b96742a4a4a3ce1f065cf6e1,tirrip,2024-02-19,,x86_64
0c8398dc07e1a57d3b14f565a35e0c6a,lador,2024-01-11,,x86_64
1b960e20902ae645c7715d9100ab0f6d,bundlore,2023-08-27,,x86_64
cf926995e738628be0b4ea54e0753394,SINGLETON,2022-07-20,,x86_64
b9cf4517efa502e3dcf68bd2492cf913,bundlore,2024-08-09,,x86_64
09ff77ceb0cddd00aea671a0229757a5,adagent,2024-06-05,,x86_64
f14a7721642b3db72a973cd37dbd9548,synataeb,2023-08-27,,x86_64
2a5e383ccf33acc8f489b565773e5bf5,SINGLETON,2023-08-27,,x86_64
17bd0abe2584473775579d9985fb7164,bundlore,2023-10-09,,x86_64
b1a8cebe1f6e7016db3bdf05cccbc516,bundlore,2024-01-17,,x86_64
100063cbd76026d71fd04ecc3d48459f,imobie,2024-05-17,MissingPlist,x86_64
8c37ad12a8a8af9f093134e1949c4f32,adagent,2024-01-28,,x86_64
006567830b697c042c5585994338f6d8,imobie,2024-05-14,MissingPlist,x86_64
55f65276f40ac75b3a984916a60525b0,cimpli,2023-08-27,,x86_64
fb4da7e74b3ce6da60494443f4aef613,amos,2024-06-20,,"x86_64, ARM_64"
5acf3fef5b22129d7735fae7fbaa8b3b,SINGLETON,2023-12-09,,x86_64
589af71852e7fe42cbc35089063e3ff7,e86c8ce,2024-02-24,,"x86_64, ARM_64"
91cbdf47d8f619d9ad9e3ec97a941151,bundlore,2023-08-27,,x86_64
f965dee890ac3e4947196a76a15e6780,SINGLETON,2018-10-11,,x86_64
dbbed62902b94d5a1471c30f54f113c3,tirrip,2023-08-27,,x86_64
fae5e32fd8d242f8619a87e5fb82cb78,SINGLETON,2024-07-14,,x86_64
d0a629bb5cee295a9d861ff56ad940b7,installcore,2018-04-13,,x86_64
2269c80ae9025079cf0d327a99d59e42,bundlore,2023-08-27,,x86_64
71a10017ba6bc46e2bc5fb9d73d198a8,bundlore,2023-08-27,,x86_64
11808f228fcf1e8b743366ce4762695c,synataeb,2023-08-27,,x86_64
fc72c83c5ae007ead0464a1c1c462e6a,mackontrol,2018-08-08,,"x86_32, PPC_32"
28215667828d13fd2cf124f3986f3e7d,macbooster,2017-06-19,MissingPlist,x86_64
138c5a3c1bd687dfcce9a43c19c2d837,tirrip,2023-11-21,,x86_64
46755877ebf259f5fde5958c3bdaee3e,SINGLETON,2023-12-13,,x86_64
924355c826e627eb7fbb654cbd92352a,tirrip,2023-08-27,,x86_64
33edd82c77a8b08364866f7bcb48aa43,bundlore,2023-08-27,,x86_64
120d1bca0de09430838e14edc56e91ed,firesearch,2020-12-18,,x86_64
eee393f626abcc1e1c63f124316bf926,lador,2023-08-27,,x86_64
5494f933897dfae60ec45be98e5f1007,refog,2015-07-02,,x86_32
37c4b6da18eba751ec941056d6981384,imyfone,2023-06-18,Valid,x86_64
c4df27a6cf6ac97ce2e958ed282c79e8,lador,2023-06-17,,x86_64
316e5df51bae5fcdf8f71223c2c387f8,cimpli,2023-08-27,,x86_64
cf154613e978accdd14959f8b33a304d,bitcoinmin,2021-10-03,,x86_64
033a280e99095ebc12c3244ad4821b1a,gost,2023-12-22,,ARM_64
ad1c6ae7f12b1ac14589fd4dfe64db53,bundlore,2023-06-18,,x86_64
40eaaaf95fd25bbd53886470bce45bd8,SINGLETON,2024-04-24,,x86_64
fa79d88a34b36828bf802a60adb3620f,SINGLETON,2022-04-14,,x86_64
3597dc085669ad01c6ad9e21e501e690,aobokeylogger,2013-08-03,,x86_32
576125055a80cbdc5eac2f010b9218a9,SINGLETON,2024-06-10,,x86_64
0d72b4363cceade2f6445d1d32efe543,flashback,2018-07-20,,x86_32
71e5715ccd6d7ee45ea663adfdb77b8d,bundlore,2023-08-27,,x86_64
8356adcde673e0a452213f338c32f4d8,downloadagent,2024-01-17,,ARM_64
783cbd97281ad2ae636ad8d8de11fcdd,genieo,2023-08-07,,x86_64
c2a75f948465eeac9e617b2ca0df6059,cimpli,2023-07-02,,x86_64
1b105da750998fb4c959bffb5e72ad2a,SINGLETON,2021-05-02,,ARM_64
e0d930d204af321694ab8175b1e301df,synataeb,2023-12-05,,x86_64
6cb80dc6ed1df1c0254355041d5ea728,SINGLETON,2023-10-09,NotTrusted,x86_64
d1f080c65d58ca2f5f1783d864d6a5c6,lador,2023-06-19,,x86_64
8c56f08a74f48bf2f03973941d36e62c,puagent,2024-04-25,MissingPlist,x86_64
ca0f4d0a6ac4c2409ff6d4376da23f86,bundlore,2024-04-10,,x86_64
3ea47f20c05dce44a6184e5d18a24009,proxyagent,2024-02-27,,x86_64
6b2b65c8a177c2f7753cd79767aaee3c,bundlore,2023-11-29,,x86_64
0c2beb8ca35789f59ed2727d29e2ef64,evilquest,2020-09-24,,x86_64
43d14711cbd15610039e56f4abc45e47,imobie,2023-10-31,MissingPlist,x86_64
25a3ac73d141e5a3572aa6761e919d1e,bundlore,2023-07-13,,x86_64
d07466db70dcb4abbb64e4334bc485b2,lador,2023-07-08,,x86_64
c4a1d7127c32ce82e5447a3f72f29a22,SINGLETON,2023-08-31,,x86_64
a0ef265f5f07847c49d47e523e69a147,bundlore,2023-08-27,,x86_64
25746343f404b474aa84b70bec6e5dc5,tirrip,2023-08-26,,x86_64
9bd8cd8a2a257fc8902cb8e9e0e3c318,SINGLETON,2023-12-14,,x86_64
fc65ba01cf2fb57f7ab24764e5d43dac,tirrip,2024-04-25,,x86_64
bef2212ed9a7a6b005380c88beba1540,bundlore,2023-06-11,,x86_64
212253cf61eec43d3165f73e3699c95e,synataeb,2023-11-16,Invalid,x86_64
8d69c41ddb18d2e544327820ce3781c6,genieo,2023-08-27,,x86_64
b6dfa5eed0428d4aef1e10f3cb7ddcbd,scarecrow,2021-07-30,,x86_64
5e2436a3adaf08e4b3c9b3499ebda4ed,SINGLETON,2021-04-19,,x86_64
35e1cc8d2790ad6465c0a0f8c15fa210,synataeb,2023-09-05,,x86_64
4f54ca9aa58659e7204569ff5415b027,lador,2022-12-13,,x86_64
dd3af9ad1d9763344d3fa9b5a9e07660,SINGLETON,2024-03-16,MissingPlist,x86_64
163ecdd51fe97da0db6262b3706d5883,SINGLETON,2024-01-14,,x86_64
0c3932610558a42cff9f895047050312,SINGLETON,2023-06-15,,x86_64
6787e4a6e4da6b9f362f73c3a8c31c26,kidlogger,2024-04-01,MissingPlist,x86_64
02df90728b8596ac6af1bea31617e962,bundlore,2023-08-30,,x86_64
eae589c5f75e851c9215c2273a30ab28,SINGLETON,2023-07-02,MissingPlist,ARM_64
3a323c6efb01603fa628077ac86348d6,SINGLETON,2023-12-01,,x86_64
d1dd74411e471cf7b65dc16dc29af422,SINGLETON,2023-08-27,,x86_64
358846dbf19cd46cda3a4135d806585c,evilquest,2023-05-14,,x86_64
c086c2caa31ec33c1e66a4f5cd91ee7b,flashback,2018-07-24,,x86_32
4875c0590f37768edd5ee51dde57b7fc,SINGLETON,2024-08-19,,ARM_64
5b117ca980fa6adcd743769c26c2e695,mackontrol,2018-05-15,,"x86_32, PPC_32"
e42cca60c44b9a89ed8715764ebab66f,SINGLETON,2022-04-07,,x86_64
8130a9c04b01a825576302c01dc45a41,SINGLETON,2023-08-27,,x86_64
e432b96c4fc6980bef3210595ff0cf1e,tirrip,2024-02-19,,x86_64
79d466540906b478eddccfc25f096742,bundlore,2023-08-27,,x86_64
cfa298eacaee8192be8799f184f88698,tirrip,2023-08-27,,x86_64
7ee2b9f198c0af2b4a779bbf0160766a,amos,2024-05-15,,x86_64
4519f3a21254e6eec22b70d0bd433898,bundlore,2023-08-27,,x86_64
a8dfd4e0612d5b10ca823fc437c044a2,evilquest,2022-12-07,,x86_64
38f0aed9cf797f10432289a6e7ad0b32,gt32supportgeeks,2022-02-17,MissingPlist,"x86_64, ARM_64"
a336798f08d4cdaeb80642a9f4fd4515,bundlore,2023-06-13,,x86_64
6c598c6e041d39fbc159b3c010c34ae6,bundlore,2023-08-27,,x86_64
5bb5b533d47c977d3f82cf5f0721056e,SINGLETON,2023-12-20,,x86_64
ae55068906d9beb92022c4b7e9e8c628,proxyagent,2023-12-05,,x86_64
c55ee0a5691d3026fe97fe6ef2bda56c,SINGLETON,2021-09-23,,x86_64
1b977b461628ba7ade250b1e07c28c0b,evilquest,2023-07-11,,x86_64
7a788abb181ec564c7a464b0b2faab3b,bundlore,2023-08-27,,x86_64
a9ee51b1de058ff953a9e494567b72be,tirrip,2020-01-10,,x86_64
b31366ea79f814dee0673d536ce775fe,maxofferdeal,2022-07-15,,x86_64
2040eb66e4cee1f60be3198cb8eed7d0,SINGLETON,2023-08-27,,x86_64
7363f8c913f0c75a06fd6b80f6058cc4,tirrip,2023-12-16,,x86_64
7a46977e4a77d7c70da9f67f76230f6b,SINGLETON,2023-07-21,,ARM_64
0f7e49c3481505ad2c9fb64655224c3f,amos,2024-06-18,,ARM_64
adb3ced6fd5a355865ea85c01ab3f8d6,tirrip,2023-12-11,,x86_64
5272ff75c4c10a11814b8cf98d5c3d8d,mackontrol,2018-09-04,,"x86_32, PPC_32"
6ba490456d3a83f50f53d42bb0f926a4,SINGLETON,2024-04-14,,ARM_64
4722ae96c898440e8d11cb745e22b9f7,SINGLETON,2021-02-17,,x86_64
57685f332b3e8a48373690734a6aadcf,proxyagent,2023-12-04,,x86_64
dd48417b25339c4eaa3a80b0ea292cea,maxofferdeal,2023-08-27,,x86_64
1dbc96e91559efc8f7586df5338f471d,tirrip,2023-08-27,,x86_64
652957442dd14238c883d86dfc48b8bf,bundlore,2023-06-18,,x86_64
2c74348611b55b59f1077c199120295e,synataeb,2023-03-08,,x86_64
bb57cf4165dc15020e0aba6c6de2cbcb,SINGLETON,2023-08-05,,x86_64
281ddd4ba30b7284ff251e021c6b9661,bundlore,2023-08-28,,x86_64
3fbb72abdf1eac23b26bf36826c88455,gt32supportgeeks,2020-04-15,,x86_64
aa60dfa45fdb95b099c8cbead90dac1e,firesearch,2020-11-26,,x86_64
9589f2d7ff7f122f3dee044e0fc4fc07,SINGLETON,2023-07-07,,x86_64
0b0ea2b268096dce6218cecda35612c2,mackontrol,2018-08-07,,"x86_32, PPC_32"
2c4f6d74829c261c2781170a64fcb35b,bundlore,2023-04-13,,x86_64
9204214095b2bc544c76f545fa9e8724,bundlore,2023-08-27,,x86_64
9452951a5d51455067cf4d56751b71e6,SINGLETON,2023-08-27,,x86_64
ee2c04e2d1ca77a0fdfd82dd92b7f7d9,SINGLETON,2023-07-01,,x86_64
667bbe88b91742795189a207af61f582,tirrip,2023-12-29,,x86_64
98e1b94c0d15b882c74b129a59f5c279,imobie,2024-03-18,MissingPlist,x86_64
704e2e8a4290d5583714ac80ef79b6ee,cimpli,2023-08-27,,x86_64
4ad1ef53f6a0cd4fc7195ed4be593787,SINGLETON,2024-01-20,,x86_64
c8dc9c6123c2ba74b3cfcde5d491b86c,genieo,2018-10-10,,x86_64
2e180f8ebc3089a05fde44c9dfd8a25a,amos,2024-02-09,,x86_64
5e5fc6a97c9e0362720fc84d86302659,mackontrol,2018-03-29,,"x86_32, PPC_32"
74e822e27955ae51d87d559416fe9b4f,amos,2024-06-01,,x86_64
d7a2d066215d04fdac93f3f56aea0165,xcsset,2021-06-22,,x86_64
f5c65f5d79f4fbfde3c9357c3f2e201d,mackontrol,2018-07-05,,"x86_32, PPC_32"
c5e6fa3dfa986b10f75915f1f60e9429,puagent,2024-07-05,MissingPlist,"x86_64, ARM_64"
0620ba803018f68151cff710cea24402,SINGLETON,2023-08-27,,x86_64
13acf2592e7706dd2330e8d3182af568,cimpli,2021-11-16,,x86_64
8b9cacc69e78749c19ed142336ffcdd1,evilquest,2023-07-11,,x86_64
293c116c5693db398cc8ce8a16850fae,SINGLETON,2023-12-04,MissingPlist,x86_64
48808211fb60f2b7954597e9071e0a4f,evilquest,2024-06-04,,x86_64
251e9afe14928b39251931ec8fdb59f2,bundlore,2023-08-27,,x86_64
39481fb3c8aecc405322e435d705b2e9,adagent,2024-08-07,,x86_64
ba0927e06588724e00ef0617da09d1e2,earthworm,2018-07-19,,x86_64
60c1bc081737d5bc46ca2d766ec8b9e9,cimpli,2023-08-12,,x86_64
c353f79853d4b58e617af87936555eab,flashback,2018-07-17,,x86_32
80bcd3a0c1335c6fa66fe706d77ca405,SINGLETON,2022-01-16,,x86_64
cd6c8a57eb9b6ebd6cc94f9968b71e4d,SINGLETON,2023-08-28,,x86_64
da120d63401f7c5019904a992c519104,bundlore,2023-08-27,,x86_64
acdf3f131379eeac0d4bfa33ff638975,bundlore,2023-08-11,,x86_64
17b0c39f0bed7a14cd19e6e9ca19d5e2,SINGLETON,2024-06-13,,x86_64
c67b53d46e56a80d3546118a801d3621,amos,2024-04-01,,ARM_64
beac0a4d84b13293d1f75bd7b98b89b0,SINGLETON,2023-08-27,,x86_64
d374494cf8ae4a3cd40693e192fe2ca1,myviruskiller,2017-09-07,MissingPlist,x86_64
382bc9702aa906f6cb7c8eb1d3835459,multiverze,2024-08-13,,"x86_64, ARM_64"
ff85bc3d9355ba4c862220c6e1b7b8ec,lador,2023-08-30,,x86_64
4d38a8cfe29edde208185b38a7484589,cloudmensis,2022-04-21,,x86_64
111393e0a70a1c7c9031c5c0a8179532,SINGLETON,2023-06-12,,x86_64
89672f469f8f8a7a50fdfcddd769c623,lador,2021-08-05,,x86_64
4ff2bb4a56987951afd9f18970654fab,installcore,2023-08-27,,x86_64
7a27a0b9966638c92c96e002614bd203,bundlore,2023-08-30,,x86_64
9a9e45d9acabe323bc7e4bdd6ea4e5a6,amos,2024-09-04,,ARM_64
142fc639bf0ca4fe5b8adcafadf50c6d,tirrip,2023-11-19,,x86_64
