Symbol,Count
sym.imp.QTextCursor::currentList() const,58.0
sym.imp.QIcon::hasThemeIcon(QString const&),58.0
sym.imp.QFont::strikeOut() const,58.0
localeconv_l,58.0
sym.imp.QRunnable::~QRunnable(),58.0
AMRecoveryModeDeviceSetAutoBoot,58.0
sym.imp.QTextBlockFormat::QTextBlockFormat(),58.0
sym.imp.QNetworkAccessManager::staticMetaObject,58.0
wcsxfrm_l,58.0
NSFileHandleReadCompletionNotification,58.0
FSCopyAliasInfo,58.0
sym.imp.QTextCursor::setCharFormat(QTextCharFormat const&),58.0
sym.imp.QTextCursor::createList(QTextListFormat const&),58.0
sym.imp.QTextDocument::documentLayout() const,58.0
sym.imp.QTextFormat::brushProperty(int) const,58.0
sym.imp.QTextFormat::boolProperty(int) const,58.0
sym.imp.QFont::fixedPitch() const,58.0
sym.imp.QFontDatabase::standardSizes(),58.0
NSText,58.0
sym.imp.QTextEdit::mergeCurrentCharFormat(QTextCharFormat const&),58.0
sym.imp.QTextCursor::setBlockFormat(QTextBlockFormat const&),58.0
$s10Foundation8CalendarV14dateComponents_4from2toAA04DateD0VShyAC9ComponentOG_AA0G0VAMtF,58.0
wcscoll_l,58.0
AMRecoveryModeDeviceReboot,58.0
sym.imp.QTextEdit::currentCharFormat() const,58.0
BN_bn2hex,57.0
mach_vm_map,57.0
NSURLVolumeUUIDStringKey,57.0
$s6AppKit17NSApplicationMainys5Int32VAD_SpySpys4Int8VGSgGtF,57.0
AFHTTPRequestSerializer,57.0
posix_spawn_file_actions_addopen,57.0
sym.imp.QTextDocument::idealWidth() const,57.0
ECDH_set_method,57.0
sym.imp.QPrinter::setOutputFormat(QPrinter::OutputFormat),57.0
$s10Foundation9IndexPathV19_bridgeToObjectiveCSo07NSIndexC0CyF,57.0
kLSSharedFileListRecentDocumentItems,57.0
swift_dynamicCastObjCProtocolConditional,57.0
mig_get_reply_port,57.0
sym.imp.QUnhandledException::~QUnhandledException(),57.0
ECDH_OpenSSL,57.0
sym.imp.QPlainTextEdit::showEvent(QShowEvent*),57.0
sym.imp.QListWidget::currentRow() const,57.0
sym.imp.QPlainTextEdit::keyReleaseEvent(QKeyEvent*),57.0
sym.imp.QPlainTextEdit::dragMoveEvent(QDragMoveEvent*),57.0
sym.imp.QPlainTextEdit::dropEvent(QDropEvent*),57.0
hwloc_topology_destroy,57.0
hwloc_get_obj_by_depth,57.0
sym.imp.QPlainTextEdit::event(QEvent*),57.0
sym.imp.QPlainTextEdit::focusInEvent(QFocusEvent*),57.0
sym.imp.QPlainTextEdit::focusNextPrevChild(bool),57.0
sym.imp.QPlainTextEdit::focusOutEvent(QFocusEvent*),57.0
sym.imp.QPlainTextEdit::inputMethodEvent(QInputMethodEvent*),57.0
sym.imp.QPlainTextEdit::inputMethodQuery(Qt::InputMethodQuery) const,57.0
sym.imp.QPlainTextEdit::insertFromMimeData(QMimeData const*),57.0
sym.imp.QPlainTextEdit::keyPressEvent(QKeyEvent*),57.0
sym.imp.QPlainTextEdit::~QPlainTextEdit(),57.0
sym.imp.QPlainTextEdit::mouseDoubleClickEvent(QMouseEvent*),57.0
.objc_class_name_NSRunningApplication,57.0
sym.imp.QPlainTextEdit::wheelEvent(QWheelEvent*),57.0
sym.imp.QPlainTextEdit::mouseMoveEvent(QMouseEvent*),57.0
lchflags,57.0
NSBeginAlertSheet,57.0
sym.imp.QPlainTextEdit::mousePressEvent(QMouseEvent*),57.0
.objc_class_name_NSGradient,57.0
sym.imp.QPlainTextEdit::mouseReleaseEvent(QMouseEvent*),57.0
sym.imp.QPlainTextEdit::paintEvent(QPaintEvent*),57.0
sym.imp.QPlainTextEdit::timerEvent(QTimerEvent*),57.0
sym.imp.CommandLine.argcInt32,57.0
sym.imp.QPlainTextEdit::qt_metacast(char const*),57.0
sym.imp.CommandLine.unsafeArgv,57.0
sym.imp.QPlainTextEdit::resizeEvent(QResizeEvent*),57.0
hwloc_topology_init,57.0
hwloc_topology_load,57.0
sym.imp.QPlainTextEdit::changeEvent(QEvent*),57.0
sym.imp.typeinfo for QPlainTextEdit,57.0
sym.imp.Swift..print.setter,57.0
sym.imp.QPrinter::setColorMode(QPrinter::ColorMode),57.0
$sSNMa,57.0
ispunct,57.0
sym.imp.QPlainTextEdit::canInsertFromMimeData(QMimeData const*) const,57.0
sym.imp.QPlainTextEdit::dragLeaveEvent(QDragLeaveEvent*),57.0
sym.imp.QPlainTextEdit::contextMenuEvent(QContextMenuEvent*),57.0
sym.imp.QPlainTextEdit::createMimeDataFromSelection() const,57.0
sym.imp.QDoubleSpinBox::setMinimum(double),57.0
AVFileTypeMPEG4,57.0
sym.imp.typeinfo for boost::filesystem::filesystem_error,57.0
sym.imp.QVariant::toDouble(bool*) const,57.0
sym.imp.std::allocator<wchar_t>::~allocator(),57.0
sym.imp.QPlainTextEdit::doSetTextCursor(QTextCursor const&),57.0
sym.imp.QTextBrowser::QTextBrowser(QWidget*),57.0
X509_gmtime_adj,57.0
X509_getm_notBefore,57.0
X509_getm_notAfter,57.0
sym.imp.QDate::toString(QString const&) const,57.0
sym.imp.QPlainTextEdit::dragEnterEvent(QDragEnterEvent*),57.0
sym.imp.getter __CocoaSet,57.0
sym.imp.QRect::normalized() const,56.0
ScanKillingTool,56.0
sym.imp.QJsonObject::isEmpty() const,56.0
getsectbynamefromheader_64,56.0
CGWindowListCreateImageFromArray,56.0
sym.imp.vtable for QUnhandledException,56.0
sym.imp.QRegion::boundingRect() const,56.0
$s10Foundation8TimeZoneV14secondsFromGMT3forSiAA4DateV_tF,56.0
CLLocation,56.0
getfsstat,56.0
CGShieldingWindowLevel,56.0
sym.imp.QGraphicsDropShadowEffect::setColor(QColor const&),56.0
$sS2ayxGycfC,56.0
sym.imp.KeyedDecodingContainerProtocol.decodeIfPresent.forKey,56.0
sym.imp.KeyedDecodingContainerProtocol.decode.forKey,56.0
$s10Foundation12NotificationV4name6object8userInfoACSo18NSNotificationNamea_ypSgSDys11AnyHashableVypGSgtcfC,56.0
BaseData,56.0
processor_set_statistics,56.0
NSWorkspaceSessionDidBecomeActiveNotification,56.0
kCAFillModeRemoved,56.0
mach_msg_destroy,56.0
NSWorkspaceSessionDidResignActiveNotification,56.0
EVP_ripemd160,56.0
sym.imp.QDataStream::operator>>(int&),56.0
sym.imp.std::string::operator+=(std::string const&),56.0
NSImageCurrentFrame,56.0
NSImageCurrentFrameDuration,56.0
NSImageFrameCount,56.0
sym.imp.UnkeyedDecodingContainer.decodeIfPresent,56.0
sym.imp.std::string::size() const,56.0
_xpc_type_error,56.0
CFFileDescriptorGetNativeDescriptor,56.0
sym.imp.QGraphicsDropShadowEffect::QGraphicsDropShadowEffect(QObject*),56.0
sym.imp.QGraphicsDropShadowEffect::setBlurRadius(double),56.0
sym.imp.QGraphicsDropShadowEffect::setOffset(QPointF const&),56.0
CGShadingRelease,56.0
CGDisplayModeGetPixelWidth,56.0
CGContextDrawShading,56.0
crypto_verify_32,56.0
$sSD11descriptionSSvg,56.0
IOPMCopyCPUPowerStatus,56.0
IOPMGetThermalWarningLevel,56.0
_NSDictionaryOfVariableBindings,56.0
kCFCopyStringDictionaryKeyCallBacks,56.0
CGContextSetPatternPhase,56.0
EVP_des_ede3_cbc,56.0
sym.imp.QPrinter::setOutputFileName(QString const&),56.0
sym.imp.QAbstractButton::setDown(bool),56.0
expf,56.0
sym.imp.qIsNaN(double),56.0
sym.imp.Swift..SetAlgebra.setter,56.0
mbrlen,56.0
NSStrokeWidthAttributeName,56.0
wcstol,56.0
sym.imp.QMovie::setFileName(QString const&),56.0
swift_isUniquelyReferencedNonObjC,55.0
__isinff,55.0
sym.imp.QPrinter::printEngine() const,55.0
sym.imp.std::nested_exception::nested_exception(),55.0
bufferevent_disable,55.0
sym.imp.Swift.._CocoaDictionaryIterator.setter -> (),55.0
__signbitf,55.0
$s10Foundation19PropertyListDecoderCACycfc,55.0
sym.imp.std::nested_exception::~nested_exception(),55.0
mbr_gid_to_uuid,55.0
mach_port_move_member,55.0
mbr_uid_to_uuid,55.0
__isfinitef,55.0
sym.imp.QNetworkAccessManager::finished(QNetworkReply*),55.0
kUTTypeAppleICNS,55.0
$s10Foundation10URLRequestV8httpBodyAA4DataVSgvg,55.0
clGetPlatformInfo,55.0
sym.imp.QVariant::QVariant(QList<QVariant> const&),55.0
clGetProgramBuildInfo,55.0
NSPathControl,55.0
$sSo24OS_dispatch_source_timerP8DispatchE8schedule8deadline9repeating6leewayyAC0E4TimeV_AC0eJ8IntervalOAKtF,55.0
clReleaseCommandQueue,55.0
clReleaseContext,55.0
clReleaseKernel,55.0
clReleaseProgram,55.0
clGetPlatformIDs,55.0
$s10Foundation13URLComponentsV19percentEncodedQuerySSSgvs,55.0
$s10Foundation13URLComponentsV19percentEncodedQuerySSSgvg,55.0
clGetDeviceInfo,55.0
clBuildProgram,55.0
clEnqueueNDRangeKernel,55.0
clCreateProgramWithSource,55.0
mig_put_reply_port,55.0
clCreateKernel,55.0
sym.imp.typeinfo for std::nested_exception,55.0
clCreateCommandQueue,55.0
mig_dealloc_reply_port,55.0
clCreateBuffer,55.0
clSetKernelArg,55.0
CGDisplayIDToOpenGLDisplayMask,55.0
sym.imp.QPainter::setWindow(QRect const&),55.0
CMTimeMakeWithSeconds,55.0
AMRestorePerformRecoveryModeRestore,55.0
AMDFUModeDeviceGetTypeID,55.0
exception_raise_state,55.0
omp_get_thread_num,55.0
exception_raise,55.0
omp_get_max_threads,55.0
.objc_class_name_NSCalendar,55.0
sym.imp.QCompleter::setModelSorting(QCompleter::ModelSorting),55.0
sym.imp._SetStorage.convert.allocator,55.0
ATCFMessageCreate,55.0
ATHostConnectionGetCurrentSessionNumber,55.0
shm_open,55.0
ATHostConnectionInvalidate,55.0
ATHostConnectionSendAssetCompleted,55.0
ATHostConnectionSendFileError,55.0
ATHostConnectionSendMessage,55.0
evhttp_connection_get_bufferevent,55.0
CGPathCreateCopyByStrokingPath,55.0
event_get_version_number,55.0
AMRestorePerformDFURestore,55.0
exception_raise_state_identity,55.0
AMRestoreEnableFileLogging,55.0
AMRecoveryModeDeviceGetTypeID,55.0
fchflags,55.0
AMRestorableDeviceCopyDFUModeDevice,55.0
NSImageNameStopProgressFreestandingTemplate,55.0
AMRestorableDeviceCopyRecoveryModeDevice,55.0
sym.imp.QSystemTrayIcon::setContextMenu(QMenu*),55.0
NSImageNameUserGuest,55.0
sym.imp.std::__1::ios_base::copyfmt(std::__1::ios_base const&),55.0
sym.imp.std::__1::ios_base::__call_callbacks(std::__1::ios_base::event),55.0
OSALanguage,54.0
sym.imp.QLayoutItem::widget(),54.0
sym.imp.non-virtual thunk to QLayout::controlTypes() const,54.0
AFJSONRequestSerializer,54.0
sym.imp.QJsonArray::detach2(unsigned int),54.0
hid_close,54.0
hid_enumerate,54.0
hid_error,54.0
sym.imp.QLayoutItem::spacerItem(),54.0
EVP_MD_CTX_cleanup,54.0
clGetDeviceIDs,54.0
AMRestoreModeDeviceCreate,54.0
clFinish,54.0
clEnqueueWriteBuffer,54.0
AMRestorableDeviceCopyDefaultRestoreOptions,54.0
sym.imp.QComboBox::itemText(int) const,54.0
$s10Foundation8CalendarV14dateComponents_4fromAA04DateD0VShyAC9ComponentOG_AA0F0VtF,54.0
AMRestorableDeviceGetProductType,54.0
wcstod,54.0
hid_free_enumeration,54.0
EVP_Cipher,54.0
AMRestorableDeviceRestore,54.0
AMRestoreModeDeviceReboot,54.0
NSPerformService,54.0
sym.imp.non-virtual thunk to QLayout::geometry() const,54.0
.objc_class_name_NSXMLDocument,54.0
sym.imp.QLayout::indexOf(QWidget*) const,54.0
sym.imp.QWidget::testAttribute_helper(Qt::WidgetAttribute) const,54.0
LSCopyDefaultHandlerForURLScheme,54.0
sym.imp.QLayout::childEvent(QChildEvent*),54.0
sym.imp.non-virtual thunk to QLayout::layout(),54.0
sym.imp.QLayout::layout(),54.0
sym.imp.QAction::activate(QAction::ActionEvent),54.0
$s10Foundation4DataV15_RepresentationO5countSivs,54.0
sym.imp.QLayout::geometry() const,54.0
hid_write,54.0
sym.imp.QLayout::controlTypes() const,54.0
sym.imp.QAbstractItemView::setDragEnabled(bool),54.0
$s10Foundation10URLRequestV19allHTTPHeaderFieldsSDyS2SGSgvs,54.0
swift_unknownRetain_n,54.0
kUTTypeTagSpecificationKey,54.0
sym.imp.QLayout::spacing() const,54.0
AVAssetWriter,54.0
sym.imp.QLayout::margin() const,54.0
kUTTypeQuickTimeMovie,54.0
AVVideoHeightKey,54.0
PEM_read_bio_PrivateKey,54.0
hid_init,54.0
AVVideoWidthKey,54.0
hid_read_timeout,54.0
hid_open_path,54.0
AVAssetWriterInput,54.0
wcstoul,53.0
sym.imp.QListView::wheelEvent(QWheelEvent*),53.0
wcstoull,53.0
sym.imp.QPagedPaintDevice::setPageLayout(QPageLayout const&),53.0
kUTTypeMPEG,53.0
CGPatternCreate,53.0
kUTTypeRTF,53.0
sym.imp.boost::archive::detail::basic_serializer_map::find(boost::serialization::extended_type_info const&) const,53.0
CGColorSpaceCreatePattern,53.0
wcstof,53.0
CGContextGetTextMatrix,53.0
kUTTypeICO,53.0
CGDataConsumerRelease,53.0
AVCaptureStillImageOutput,53.0
sym.imp.QPageSize::~QPageSize(),53.0
xmlNodeGetContent,53.0
sym.imp.QLayout::isEmpty() const,53.0
wcstold,53.0
NSMetadataItemFSSizeKey,53.0
wcstoll,53.0
NSPasteboardItem,53.0
sym.imp.QPageLayout::~QPageLayout(),53.0
sym.imp.QPageLayout::setMargins(QMarginsF const&),53.0
sym.imp.QPageLayout::setMode(QPageLayout::Mode),53.0
Reachability,53.0
RSA_sign,53.0
BZ2_bzDecompress,53.0
sym.imp.boost::serialization::extended_type_info::key_register() const,53.0
sym.imp.boost::serialization::extended_type_info::key_unregister() const,53.0
kUTTypeMPEG4,53.0
sym.imp.boost::serialization::typeid_system::extended_type_info_typeid_0::extended_type_info_typeid_0(char const*),53.0
BZ2_bzDecompressInit,53.0
NSWindowWillMiniaturizeNotification,53.0
sym.imp.boost::serialization::typeid_system::extended_type_info_typeid_0::is_equal(boost::serialization::extended_type_info const&) const,53.0
sym.imp.boost::serialization::typeid_system::extended_type_info_typeid_0::is_less_than(boost::serialization::extended_type_info const&) const,53.0
sym.imp.QByteArray::fromHex(QByteArray const&),53.0
sym.imp.QPageLayout::QPageLayout(),53.0
sym.imp.boost::serialization::typeid_system::extended_type_info_typeid_0::type_register(std::type_info const&),53.0
sym.imp.boost::archive::detail::basic_serializer_map::insert(boost::archive::detail::basic_serializer const*),53.0
sym.imp.boost::serialization::typeid_system::extended_type_info_typeid_0::type_unregister(),53.0
sym.imp.boost::serialization::typeid_system::extended_type_info_typeid_0::~extended_type_info_typeid_0(),53.0
SSLSetPeerID,53.0
sym.imp.QPageLayout::setOrientation(QPageLayout::Orientation),53.0
BZ2_bzDecompressEnd,53.0
wctob_l,53.0
listxattr,53.0
xmlFree,53.0
sym.imp.Repeated,53.0
sym.imp.boost::archive::detail::basic_iserializer::~basic_iserializer(),53.0
UCConvertUTCDateTimeToCFAbsoluteTime,53.0
xpc_dictionary_set_bool,53.0
btowc_l,53.0
sym.imp.QCheckBox::staticMetaObject,53.0
sym.imp.non-virtual thunk to QLayout::isEmpty() const,53.0
AEDuplicateDesc,53.0
sym.imp.typeinfo for boost::archive::archive_exception,53.0
sym.imp.typeinfo for boost::archive::detail::basic_iarchive,53.0
sym.imp.typeinfo for boost::archive::detail::basic_iserializer,53.0
$sSy10FoundationE9appendingySSqd__SyRd__lF,53.0
posix_spawn_file_actions_addinherit_np,53.0
clEnqueueReadBuffer,53.0
$sSy10FoundationE5write2to10atomically8encodingyAA3URLV_SbSSAAE8EncodingVtKF,53.0
IKImageBrowserPathRepresentationType,53.0
sym.imp.std::string::at(unsigned long),53.0
sym.imp.typeinfo for boost::serialization::typeid_system::extended_type_info_typeid_0,53.0
_xpc_type_dictionary,53.0
towlower,53.0
EVP_CipherInit,53.0
JSContext,53.0
sym.imp.boost::archive::detail::basic_iarchive::~basic_iarchive(),53.0
$sSUss17FixedWidthIntegerRzrlEyxqd__cSzRd__lufC,53.0
$sSDyq_Sgxcis,53.0
sym.imp.boost::archive::detail::basic_serializer_map::erase(boost::archive::detail::basic_serializer const*),53.0
$sSTsE10enumerateds18EnumeratedSequenceVyxGyF,53.0
sym.imp.std::__detail::_List_node_base::_M_hook(std::__detail::_List_node_base*),53.0
EVP_PKEY_get1_DSA,53.0
sym.imp.boost::archive::detail::basic_iserializer::basic_iserializer(boost::serialization::extended_type_info const&),53.0
sym.imp.boost::archive::detail::basic_iarchive::get_library_version() const,53.0
sym.imp.boost::archive::detail::basic_iarchive::basic_iarchive(unsigned int),53.0
AFURLSessionManager,53.0
hwloc_bitmap_weight,52.0
DSA_SIG_free,52.0
NSAppleScriptErrorNumber,52.0
sym.imp.QLayoutItem::minimumHeightForWidth(int) const,52.0
SSL_CTX_clear_options,52.0
sym.imp.boost::future_category(),52.0
fremovexattr,52.0
sym.imp.QLayout::invalidate(),52.0
sym.imp.UInt32: ImplicitlyUnwrappedOptionals,52.0
xpc_get_type,52.0
acl_get_fd,52.0
sqlite3_prepare,52.0
sym.imp.QPolygonF::boundingRect() const,52.0
sym.imp.QLayout::QLayout(QWidget*),52.0
sym.imp.QLayout::QLayout(),52.0
SSL_CTX_set_verify_depth,52.0
acl_set_fd,52.0
.objc_class_name_NSTableView,52.0
CGContextSetFillPattern,52.0
ub_ctx_create,52.0
NSEntityDescription,52.0
WebActionNavigationTypeKey,52.0
KillProcess,52.0
sym.imp.QString::toUpper_helper(QString&),52.0
ub_ctx_set_fwd,52.0
acl_dup,52.0
sym.imp.QLayout::setGeometry(QRect const&),52.0
kUTTypeQuickTimeImage,52.0
sym.imp.QIODevice::read(long long),52.0
ub_ctx_set_option,52.0
$s10Foundation4DateV1loiySbAC_ACtFZ,52.0
ub_ctx_delete,52.0
sym.imp.QLayout::qt_metacast(char const*),52.0
CAEmitterCell,52.0
sym.imp.QLayout::maximumSize() const,52.0
sym.imp.QLayout::~QLayout(),52.0
sym.imp.boost::program_options::detail::cmdline::style(int),52.0
CAEmitterLayer,52.0
munmap$UNIX2003,52.0
vm_map,52.0
CFHTTPMessageCopyRequestURL,52.0
AudioUnitSetProperty,52.0
$sSo13os_log_type_ta0A0E5faultABvgZ,52.0
sym.imp.boost::archive::archive_exception::what() const,52.0
sym.imp.std::ctype<char>::_M_widen_init() const,52.0
CFSocketCreate,52.0
NSAccessibilitySelectedChildrenAttribute,52.0
ub_resolve,52.0
sym.imp.non-virtual thunk to QLayout::maximumSize() const,52.0
fstatat$INODE64,52.0
sym.imp.QFileOpenEvent::url() const,52.0
sym.imp.std::__detail::_List_node_base::_M_unhook(),52.0
sym.imp.std::__cxx11::numpunct<char> const& std::use_facet<std::__cxx11::numpunct<char> >(std::locale const&),52.0
BN_rand,52.0
$s7SwiftUI17EnvironmentValuesVMn,52.0
sym.imp.QScreen::availableGeometry() const,52.0
AFNetworkReachabilityManager,52.0
AFJSONResponseSerializer,52.0
sym.imp.QString::toLatin1_helper_inplace(QString&),52.0
ub_ctx_add_ta,52.0
ub_resolve_free,52.0
$s10Foundation13URLComponentsV4pathSSvs,52.0
sym.imp.QAbstractItemModel::hasChildren(QModelIndex const&) const,51.0
acl_get_flagset_np,51.0
sym.imp.QProcess::waitForStarted(int),51.0
$s9XCGLogger15BaseDestinationCAA0C8ProtocolAAMc,51.0
LANG,51.0
EVP_CIPHER_CTX_get_app_data,51.0
sym.imp.QJsonArray::QJsonArray(QJsonArray const&),51.0
AVAssetExportSession,51.0
endwin,51.0
hid_read,51.0
NSHTTPCookieValue,51.0
EVP_CIPHER_CTX_set_app_data,51.0
NSHTTPCookiePath,51.0
sym.imp.QAbstractItemModel::qt_metacast(char const*),51.0
NSHTTPCookieName,51.0
NSHTTPCookieDomain,51.0
sym.imp.QAbstractItemModel::~QAbstractItemModel(),51.0
UIResponder,51.0
acl_get_permset,51.0
sym.imp.CodingUserInfoKey,51.0
$sSo10CFErrorRefas5Error10FoundationMc,51.0
sym.imp.QNetworkReply::finished(),51.0
wmove,51.0
sym.imp.QFileDevice::flush(),51.0
CSIdentityGetUUID,51.0
sym.imp.QAbstractItemModel::QAbstractItemModel(QObject*),51.0
wresize,51.0
wrefresh,51.0
noecho,51.0
AVCaptureDeviceDiscoverySession,51.0
sym.imp.QWidget::setParent(QWidget*),51.0
CGAssociateMouseAndMouseCursorPosition,51.0
initscr,51.0
sym.imp.QJsonValue::QJsonValue(int),51.0
sym.imp.typeinfo for QAbstractItemModel,51.0
$s10Foundation10NSNotFoundSivg,51.0
$s9XCGLoggerAAC10identifier26includeDefaultDestinationsABSS_Sbtcfc,51.0
$s9XCGLoggerAAC8logQueueSo17OS_dispatch_queueCvau,51.0
DSA_do_sign,51.0
DSA_do_verify,51.0
sym.imp.JSC::LinkBuffer::finalizeCodeWithoutDisassemblyImpl(WTF::ASCIILiteral),51.0
werase,51.0
sym.imp.std::ostream& std::ostream::_M_insert<long double>(long double),51.0
$sSTsE6reduceyqd__qd___qd__qd___7ElementQztKXEtKlF,51.0
ub_ctx_zone_add,51.0
$s10Foundation13URLComponentsVMn,51.0
mach_error,51.0
$s9XCGLoggerAACMa,51.0
kCALineCapSquare,51.0
RSA_verify,51.0
cfgetospeed,51.0
cbreak,51.0
$s9XCGLogger25AppleSystemLogDestinationCMa,51.0
AudioOutputUnitStart,51.0
AudioUnitInitialize,51.0
wgetch,51.0
timingsafe_bcmp,51.0
HMAC_Init,51.0
newwin,51.0
AVCaptureDeviceTypeBuiltInWideAngleCamera,51.0
wclrtoeol,51.0
wclear,51.0
kUTTypePDF,51.0
wattr_on,51.0
wattr_off,51.0
delwin,51.0
$s9XCGLogger25AppleSystemLogDestinationC5owner10identifierAc2ACSg_SStcfc,51.0
sym.imp.QLayout::metaObject() const,51.0
NSStrokeColorAttributeName,51.0
mvwin,51.0
AudioOutputUnitStop,51.0
sym.imp.std::string::operator=(char const*),51.0
sym.imp.Swift..Collection.setter,51.0
sym.imp.non-virtual thunk to QLayout::invalidate(),51.0
getsectdatafromFramework,51.0
AMDeviceSetValue,51.0
CGPathAddEllipseInRect,51.0
$s10Foundation8CalendarV9ComponentO4houryA2EmFWC,51.0
sym.imp.QListWidget::currentItem() const,51.0
stdscr,51.0
ub_ctx_async,51.0
NSActionCell,51.0
whline,51.0
sym.imp.vtable for google::protobuf::MessageLite,50.0
acl_create_entry,50.0
NSURLAddedToDirectoryDateKey,50.0
OpenSSL_add_all_ciphers,50.0
acl_set_fd_np,50.0
pthread_setcanceltype,50.0
sym.imp.boost::archive::BOOST_ARCHIVE_SIGNATURE(),50.0
NSImageHintInterpolation,50.0
acl_clear_perms,50.0
CGAcquireDisplayFadeReservation,50.0
ub_ctx_resolvconf,50.0
omp_get_num_threads,50.0
acl_clear_flags_np,50.0
CGReleaseDisplayFadeReservation,50.0
xpc_dictionary_set_value,50.0
LSSetDefaultRoleHandlerForContentType,50.0
sym.imp.__C.NSURLSessionWebSocketTask,50.0
acl_init,50.0
GOMP_critical_end,50.0
NSPredicateEditorRowTemplate,50.0
sym.imp.QLineEdit::textChanged(QString const&),50.0
sym.imp.google::protobuf::DescriptorPool::generated_pool(),50.0
$sSo21OS_dispatch_semaphoreC8DispatchE4wait7timeoutAC0D13TimeoutResultOAC0D4TimeV_tF,50.0
truncf,50.0
acl_set_qualifier,50.0
NSInvocationOperation,50.0
CGPatternRelease,50.0
NSFetchRequest,50.0
sym.imp.QFileInfo::absoluteDir() const,50.0
sym.imp.QThread::wait(QDeadlineTimer),50.0
kUTTypeArchive,50.0
GOMP_parallel,50.0
ub_ctx_hosts,50.0
NSSplitViewDidResizeSubviewsNotification,50.0
$s7SwiftUI16_FlexFrameLayoutVMn,50.0
_xpc_type_connection,50.0
acl_set_tag_type,50.0
BN_generate_prime_ex,50.0
SSL_get_peer_certificate,50.0
.objc_class_name_NSTimeZone,50.0
CGDisplayFade,50.0
acl_add_perm,50.0
GOMP_critical_start,50.0
AVCaptureDeviceTypeBuiltInMicrophone,50.0
sym.imp.std::allocator<wchar_t>::allocator(),50.0
acl_set_link_np,50.0
acl_add_flag_np,50.0
sym.imp.std::__1::__fs::filesystem::_FilesystemClock::now(),50.0
CGRectIntersectsRect,50.0
.objc_class_name_NSMenuItem,49.0
sym.imp.QSqlQuery::exec(),49.0
$s10ObjectiveC8SelectorV2eeoiySbAC_ACtFZ,49.0
sym.imp.QFutureInterfaceBase::operator=(QFutureInterfaceBase const&),49.0
.objc_class_name_NSFontManager,49.0
sym.imp._NativeSet,49.0
AudioComponentInstanceDispose,49.0
sym.imp.QSqlDatabase::~QSqlDatabase(),49.0
sym.imp.Swift.Dispatch,49.0
sym.imp.QSqlDatabase::setDatabaseName(QString const&),49.0
AudioComponentInstanceNew,49.0
AudioComponentFindNext,49.0
sym.imp.QSqlDatabase::open(),49.0
AVFileTypeQuickTimeMovie,49.0
sym.imp.QObject::destroyed(QObject*),49.0
CGContextSynchronize,49.0
sym.imp.Never..nominal.type.descriptor,49.0
__gmpn_gcdext,49.0
NSImageNameRemoveTemplate,49.0
sym.imp.QNetworkReply::attribute(QNetworkRequest::Attribute) const,49.0
__gmpn_sub_n,49.0
sym.imp.QAbstractScrollArea::horizontalScrollBar() const,49.0
sym.imp.QTreeView::setUniformRowHeights(bool),49.0
irecv_reboot,49.0
irecv_saveenv,49.0
$sSlTL,49.0
sym.imp.QPixmap::operator QVariant() const,49.0
CFArrayInsertValueAtIndex,49.0
irecv_setenv,49.0
EVP_cast5_cbc,49.0
NSAccessibilityVerticalOrientationValue,49.0
$s2os0A4_log_3dso0B0__ySo0a1_B7_type_ta_SVSo03OS_a1_B0Cs12StaticStringVs7CVarArg_pdtF,49.0
sym.imp.Unmanaged,49.0
iswupper,49.0
av_freep,49.0
sym.imp.QThread::started(QThread::QPrivateSignal),49.0
$s10Foundation4DataVAA15ContiguousBytesAAWP,49.0
sym.imp.QProcess::setWorkingDirectory(QString const&),49.0
NSAccessibilityVisibleChildrenAttribute,49.0
PDFPage,49.0
sym.imp.QSqlQuery::~QSqlQuery(),49.0
$s10Foundation6LocaleV10regionCodeSSSgvg,49.0
sym.imp.QScrollArea::widget() const,49.0
kCATransactionAnimationDuration,49.0
closedir$UNIX2003,49.0
NSAccessibilityOrientationAttribute,49.0
sym.imp.QComboBox::setView(QAbstractItemView*),49.0
wctomb,49.0
NSAccessibilityContentsAttribute,49.0
PMSessionValidatePrintSettings,48.0
sym.imp.QMenu::addAction(QString const&),48.0
kTISPropertyInputSourceID,48.0
$s10Foundation12NotificationVMn,48.0
AVMutableComposition,48.0
sym.imp.QCommandLineParser::addOption(QCommandLineOption const&),48.0
ScanCookies,48.0
BadgeSuperView,48.0
PMGetCopies,48.0
sym.imp.QString::toLatin1() const,48.0
getmaxx,48.0
PMSetCopies,48.0
fts_open$INODE64,48.0
PMSessionValidatePageFormat,48.0
kABTitleProperty,48.0
fts_read$INODE64,48.0
sym.imp.endl(QTextStream&),48.0
kABSuffixProperty,48.0
sym.imp.std::istream& std::istream::_M_extract<double>(double&),48.0
sym.imp.google::protobuf::MessageFactory::generated_factory(),48.0
Animation,48.0
BackupManager,48.0
CGPDFContextBeginPage,48.0
PFMoveToApplicationsFolderIfNecessary,48.0
ScanStatus,48.0
CGPDFContextCreate,48.0
$s10Foundation12CharacterSetV13decimalDigitsACvgZ,48.0
sym.imp.QJsonValue::toVariant() const,48.0
ZipHelper,48.0
DelegatedProgressAnimation,48.0
xpc_connection_send_message,48.0
PEM_write_bio_RSAPrivateKey,48.0
CFSocketConnectToAddress,48.0
CGDataConsumerCreateWithCFData,48.0
PhotoEntity,48.0
TransitionAnimator,48.0
